,social_issues,politics_and_renewables,progressive_politics,food_agriculture,political_ecology,radical_chic,sustainable_industry
837179285530152960,0.0002635897304400248,0.00024873435525213616,0.00037078210864230083,0.0003826520079387959,4.829555495526516e-05,0.00048238465241272766,0.0004419298200947294
837179320783138817,0.00014270491305772134,0.00023401299676307312,7.738101003219287e-05,0.00017759748284060662,7.074582736175775e-05,8.431437911495981e-05,8.048602387582043e-05
837179322498596865,6.063879905337298e-05,9.944627577591438e-05,3.2876256093575127e-05,7.546599609724372e-05,3.005461101918796e-05,3.582240938902212e-05,3.419677566378474e-05
837179332632117248,2.1641866678555913e-05,0.002837125495417888,4.563641966460294e-05,0.0029524298684711517,4.421394777912481e-06,0.0015536794750194282,3.4314925222723025e-05
837179346154479617,9.174353658837412e-06,0.001205717318073923,1.9367057012620542e-05,0.0012547511076602224,1.8581053794424606e-06,0.0006602691760185512,1.457671380704747e-05
837179430732775424,0.000702098554106822,0.0005709065558366361,0.0003266833197930639,0.0008326799953232596,0.0004905599864988973,0.0004083893774145598,0.0003317501688336331
837179477780127745,0.0004655609820425498,0.0008108007526082388,0.00027309658273828104,7.551670721497448e-05,0.0009877200374276854,0.0001786669543737696,0.001023722936571529
837179487674486784,0.00019784055114625888,0.00034457285701525815,0.00011604384081796305,3.207987974009998e-05,0.00041975300347175525,7.591605710941507e-05,0.0004350608169650211
837179559632064512,0.0007012630693336956,0.0006028571108208562,0.0009681177376785349,0.0007770828605033193,0.00024856456492995254,0.00048175193618125767,0.0002867353563582631
837179571090898944,0.0002980166861900968,0.00025619738360132513,0.000411426148294916,0.0003302435763766431,0.00010561639987766265,0.00020472516537251844,0.00012183594980042452
837179602548092929,0.00029487261399144114,0.0003161489388622797,0.00014948081033153995,0.00011773999775320377,5.167644057806216e-05,4.356209401369636e-05,4.243836216658968e-05
837179636228493312,0.0011004691844146966,0.0010203899097247658,0.0013589678123076914,0.0009147301137448869,0.0009444614000407195,0.0005640760588319722,0.0008598669997948717
837179649834668033,0.0018431167423169012,0.0007309876034836498,0.0014532742635200934,0.0005448703245761584,0.0005670870195594694,0.0037527159860344943,0.0008295774418450435
837179714016055296,0.0025737131773212033,0.0014658996375598505,0.0010278637627734479,0.00027832285214529124,0.0034015460311721288,0.002037709044368158,0.0016973599914354334
837179770710327296,0.0027624589801936343,0.0008032034934060707,0.0003816010065185442,0.00010636883818129433,0.0011746426919331898,0.0007450605331568501,0.0005745840779798194
837179788926324736,0.0004574093388415519,0.0007119605819302141,0.0003585269398099265,0.00035842113167041485,0.00051482712982319,0.0007271068537798195,0.0007850091423385393
837179806940807169,0.0009719119348925181,0.0015128506611570502,0.0007617769419798986,0.0007615761774542695,0.0010939027181606673,0.0015450311913362896,0.0016680481644816203
837179829376151552,0.00013926268975497248,0.0006345566935803112,0.0008323843301262386,6.078164175247182e-05,0.00026837418601226233,0.00019629145650982232,5.6644581261011994e-05
837179880286498817,0.0012468945094102647,0.0004917472575938504,0.0002571926614534343,0.0005980564809048696,0.0006428384152903602,0.0005402615841910928,0.0014776404540249057
837179952831295488,0.0005299114094002294,0.00020897737317943508,0.00010928579777551454,0.00025415829408058317,0.000273183162457211,0.00022959522987483713,0.0006279739669980557
837179982136901632,0.0003813072556668633,0.00027926082934871045,0.00011503438233620168,0.00024313220758946416,0.00031265075863322713,0.00011936577343927432,0.00040370043967938285
837179987107012608,8.622126415441011e-05,0.0013277702715139043,0.003068948986746834,5.877740395846029e-05,0.0024214410159994993,7.628232480061923e-05,0.0005261466624214912
837180020665679873,3.663903043885959e-05,0.0005642990727844461,0.0013042959238007863,2.4977527964778953e-05,0.0010290989610367985,3.241528827607571e-05,0.00022360325071986756
837180080669413376,0.00014761998460542265,0.00010908901176246704,0.00013369450072995033,9.174587006686186e-05,0.00015295363798128062,0.0002524174129376033,0.00012739470994381656
837180118552412160,0.0008682853540351597,0.0006416526389113755,0.0007863672712847437,0.0005396305275730851,0.0008996439057188958,0.0014847495294734831,0.0007493301752651199
837180192720318472,0.0009422726855376471,0.0005015352361397642,0.0003551176653677266,0.000541373269451716,0.001059974742918934,0.001413902980220717,0.001176517610345857
837180193806532608,0.0005813447743614584,0.0017973297436170129,0.0014802254458778589,0.0010392104927521653,0.0006286723700534338,0.0008484852752333789,0.0011157371478667133
837180199452041216,0.0003813072556668633,0.00027926082934871045,0.00011503438233620168,0.00024313220758946416,0.00031265075863322713,0.00011936577343927432,0.00040370043967938285
837180281375211520,0.0007512630368816726,0.00013086639893741283,7.253873401419796e-05,6.0471837440661146e-05,0.00016527194183443605,4.833140821900099e-05,0.00033891297345992624
837180411432206336,0.0008137931468441766,0.0006644982946054979,0.0008917331778539384,0.0006906759287705731,0.00014484487083708597,0.002768142842427755,0.0009150671841691447
837180426129047553,0.001422778864854672,0.0007790190103439933,0.0007424830668666165,0.001628245383969757,0.0010218096342256297,0.001119677986956141,0.0008046231574014408
837180437176926208,0.002950914370655466,0.0018914052703370013,0.001633862061238185,0.0031821103343098317,0.002368440852825041,0.0021865017743830737,0.0018745926605356498
837180454918737920,0.0005265983471704951,0.0001293548096522873,0.00010273349060182435,0.0003817353269998412,8.544448978988976e-05,0.0007014910385839197,0.00010033259384596896
837180455506046977,0.00013145170172440638,7.819433449825965e-05,4.193233716008498e-05,5.410729735589284e-05,0.00010114594925987513,6.298279207225398e-05,7.17204713583297e-05
837180597432795136,0.0016272494103283116,0.0007970341817027069,0.0008980321853804647,0.0014596727553026594,0.0020464019094109426,0.0014909796870152972,0.002125530845577262
837180776802201600,0.00023051795848555982,0.00011290574575407944,0.0001272085858284047,0.00020677932263823748,0.00028989209229385147,0.0002112136385888108,0.0003011055958992237
837180827779928065,0.00023051795848555982,0.00011290574575407944,0.0001272085858284047,0.00020677932263823748,0.00028989209229385147,0.0002112136385888108,0.0003011055958992237
837180923133186048,0.00023051795848555982,0.00011290574575407944,0.0001272085858284047,0.00020677932263823748,0.00028989209229385147,0.0002112136385888108,0.0003011055958992237
837181005526085632,0.00023051795848555982,0.00011290574575407944,0.0001272085858284047,0.00020677932263823748,0.00028989209229385147,0.0002112136385888108,0.0003011055958992237
837181008810168320,0.007094221244142722,0.0022694490783805228,0.0015379922322701271,0.006152382305736225,0.002497466068951731,0.0034441590410475838,0.0031246636701658505
837181019694346240,0.001323049252495626,0.0004434553220590594,0.00026700976913761397,0.0007637425177838251,0.0004960528994085798,0.001046579394318834,0.0010441756015275713
837181077605142528,0.0005671633040200849,0.0004931072103790141,0.0007761543119190745,0.000889025160477017,0.0012140058617485616,0.00023663938600139653,0.002037112480776659
837181078943195137,1.6581923940281396e-05,0.0008049553905714195,4.205891636862512e-05,0.001203485572262582,4.9989075441631226e-05,2.8814740569595986e-05,0.0001597247425506874
837181212464660481,7.036375612705441e-06,0.0003421036399228274,1.7856574935541036e-05,0.0005114729418120138,2.1214186463176477e-05,1.2253295063878378e-05,6.786669148484066e-05
837181226897137664,2.4834986863081535e-05,0.0012098002272140304,6.31167848871772e-05,0.00180880094740205,7.50516634901303e-05,4.3284535054319374e-05,0.00024001525069958473
837181260359323648,1.4697228220083975e-05,0.0006174993103259175,0.002439811722813305,6.38573269704169e-05,1.7278338019571317e-05,0.00011589335227820836,6.096044216610595e-06
837181276373200897,0.0003540143846848409,0.002087842417244702,0.0003873098543692647,0.002345397243872592,0.0009476502911617678,0.00028654260693020405,0.00020872271145310143
837181325920595968,6.024324220117053e-05,0.0003549705022286237,6.58880798353116e-05,0.00039876573084586634,0.0001611571374845998,4.876934423735634e-05,3.554995824358794e-05
837181335206776832,6.024324220117053e-05,0.0003549705022286237,6.58880798353116e-05,0.00039876573084586634,0.0001611571374845998,4.876934423735634e-05,3.554995824358794e-05
837181467704737792,6.024324220117053e-05,0.0003549705022286237,6.58880798353116e-05,0.00039876573084586634,0.0001611571374845998,4.876934423735634e-05,3.554995824358794e-05
837181491402653696,6.024324220117053e-05,0.0003549705022286237,6.58880798353116e-05,0.00039876573084586634,0.0001611571374845998,4.876934423735634e-05,3.554995824358794e-05
837181503050252288,6.024324220117053e-05,0.0003549705022286237,6.58880798353116e-05,0.00039876573084586634,0.0001611571374845998,4.876934423735634e-05,3.554995824358794e-05
837181514563502080,6.024324220117053e-05,0.0003549705022286237,6.58880798353116e-05,0.00039876573084586634,0.0001611571374845998,4.876934423735634e-05,3.554995824358794e-05
837181547639795712,0.0009796218357088177,0.0018477439001970608,0.0005309751982658108,0.0027580736569347386,0.0028064415797002694,0.0005927141359976401,0.00047233327908674587
837181551876136960,0.00014582178021251626,0.00018743472373299223,0.00019084138683193692,0.000159366078667732,0.0006493663333002438,0.0010688146244858024,0.0002326746026642544
837181679508729858,0.0006963434235667253,0.0003880301701768724,0.00023763283936342646,0.0016130287729989974,0.0010770917160607886,0.0007814245739761664,0.0002153651902226719
837181701436534785,0.0008257950496224143,0.0008976323608878454,0.0005553881778321616,0.0005840850603530748,0.00022971879830197738,0.0006685653169229499,0.0006713785136440267
837181764300865537,0.00035094593589967435,0.00038148120357433824,0.0002360208987828592,0.0002482208185784842,9.761049982546159e-05,0.00028412542607935597,0.0002853145405230605
837181802863173634,0.0005265983471704951,0.0001293548096522873,0.00010273349060182435,0.0003817353269998412,8.544448978988976e-05,0.0007014910385839197,0.00010033259384596896
837181811096592385,0.00029346943578583643,0.00013927100540573478,0.00011733338271359493,0.00012242544249882006,0.00026115969177622486,0.0002796134161025962,0.00019914435383208532
837181828968546305,0.0008394868975168849,0.0007815624069228211,0.00020976398932517844,0.000176650858873507,0.000589160344100097,0.00010953348061123474,0.001085360024824607
837181941451468801,0.0007135312450176594,0.0006643069520147349,0.00017826070120687557,0.00015012794882051302,0.0005007499877403643,9.307892066755792e-05,0.000922511070802249
837181964402716672,0.00011977343707521575,8.62823922821604e-05,0.0002626611248954616,0.005612794024812609,0.00010842631237271225,0.00015227469323667636,0.00014722479225314362
837182144652926976,5.089517596444662e-05,3.666572552145663e-05,0.00011161950450513624,0.002385427985666076,4.6071142268164e-05,6.470832254520672e-05,6.25570425102882e-05
837182171353923584,0.00041907429249434414,0.001083435839355823,0.0003345965256918113,0.0003373761957432053,0.001056747469473289,0.0006322651315555993,0.0007162558777641609
837786433695842304,0.0013070487366398755,0.000967017182803518,0.000760791947889372,0.0012002072042015732,0.0005963312636977026,0.00101840160012007,0.0008835711215681219
837786457045614592,0.000370309901799128,0.000273972705945784,0.00021553401523410838,0.0003400413903339613,0.00016893539060046484,0.00028852955692121475,0.00025031996277940854
837786479510323200,0.0006196222418490364,0.00029716253870184166,0.00036236241040110586,0.001377627302766281,0.0010632968320332826,0.0007680317911436741,0.00035191179321809635
837786496249692160,0.00018582602305087178,0.000436670513207143,0.00040798616654672513,0.0003228782903825057,0.00025147238789481884,0.00043089897337113584,0.0003944650708143677
837786548674256896,0.0007000296072198433,0.000356705903167303,0.00016962575086737177,0.0008016962442776154,0.0003607239478754166,0.00044329373835420654,0.00016476169225204389
837786555674656777,0.0004657453843425987,0.00023731282859215249,0.00011283345984045189,0.0005333851927004673,0.00023997401483593134,0.0002949251052775682,0.00010959026945599315
837786573580140544,0.00021773842824336382,0.00027014330022918253,0.00015019235266701774,0.0007560538812458653,7.028764573592885e-05,0.0001611589583973691,0.00028331838209168616
837786584351137793,9.252175567953836e-05,0.00011479891395029893,6.381659652705896e-05,0.00032130813355015766,2.9855554519151467e-05,6.847996426158516e-05,0.00012039218544315037
837786598351777792,0.00023165871673016283,0.0031882828233219026,0.0015692017741737905,0.0007074862259638544,0.0008756724684447378,0.00037765943727605214,0.0004467946476308022
837786668765708289,6.563472823546828e-05,0.0009033425912949273,0.00044460312877254467,0.00020045219977013514,0.0002481018860614759,0.00010700108040711388,0.00012659168228528833
837786692744531971,1.4697228220083975e-05,0.0006174993103259175,0.002439811722813305,6.38573269704169e-05,1.7278338019571317e-05,0.00011589335227820836,6.096044216610595e-06
837786714886270976,0.0004574093388415519,0.0007119605819302141,0.0003585269398099265,0.00035842113167041485,0.00051482712982319,0.0007271068537798195,0.0007850091423385393
837786733907443713,0.0005265983471704951,0.0001293548096522873,0.00010273349060182435,0.0003817353269998412,8.544448978988976e-05,0.0007014910385839197,0.00010033259384596896
837786770506833920,0.0008394868975168849,0.0007815624069228211,0.00020976398932517844,0.000176650858873507,0.000589160344100097,0.00010953348061123474,0.001085360024824607
837786789083414528,6.146588441045439e-05,8.305978085169918e-05,5.5639299975249454e-05,5.563914822508625e-05,3.520212128994845e-05,0.00081363946903954,9.983924168820172e-05
837786894683549697,0.002688017205739241,0.001207958194096009,0.0003331596656010466,0.001158783379619104,0.000569075174508693,0.0007464667509185235,0.001427763299679617
837786900798791681,0.001170704819985608,0.0004191292268169258,0.0001412103090245962,0.0012301215512949039,0.00020774474047975032,0.00026941284341080394,0.0014251369255038795
837786905173442560,0.0007615881611798157,0.0003422482591906586,9.438445517147763e-05,0.00032831522754725413,0.00016122461746537816,0.0002114903376343934,0.00040452583457307784
837786922651103234,0.001422778864854672,0.0007790190103439933,0.0007424830668666165,0.001628245383969757,0.0010218096342256297,0.001119677986956141,0.0008046231574014408
837786954305503232,0.0005265983471704951,0.0001293548096522873,0.00010273349060182435,0.0003817353269998412,8.544448978988976e-05,0.0007014910385839197,0.00010033259384596896
837786954364252160,0.0005265983471704951,0.0001293548096522873,0.00010273349060182435,0.0003817353269998412,8.544448978988976e-05,0.0007014910385839197,0.00010033259384596896
837786954381000705,0.00045023378531700925,0.0014702225939640403,0.0006229701967748385,0.00026258696631191166,0.0004517340491299333,0.00018744853653589189,0.00042670676846438897
837786954603331585,0.0018509956989790227,0.0005481740758385269,0.0010509078996841466,0.00044191805578013205,0.0004439247002357085,0.0006817714941391853,0.00038825481683798027
837786983539822592,0.0005020703020501703,0.00025583145209129396,0.00012165231138599107,0.0005749948333772165,0.0002587117556634734,0.0003179334821138755,0.0001181670758572483
837787061872705536,0.0036502580212622905,0.0006998487459791922,0.0027183527517023126,0.0007678017325424018,0.0004911059632763952,0.0006758669552458528,0.0004976630633024486
