,sustainable_development,greta,endangered_habitats,innovation,renewable_energy,mixed,developement_goals
1101748670226186241,0.00011152293005300062,0.00014913374464022003,9.034314448622112e-05,0.00012059296677638394,8.822682994748548e-05,8.597687249947443e-05,6.840927179612172e-05
1101748739805335553,0.00011152293005300062,0.00014913374464022003,9.034314448622112e-05,0.00012059296677638394,8.822682994748548e-05,8.597687249947443e-05,6.840927179612172e-05
1101748745522294784,0.0010854006432794968,0.001524367572838851,0.0009128499375195601,0.000884163366014353,0.0014119541170899694,0.0008267900852673508,0.0009230902373746473
1101748865307418625,0.00012073148684702689,0.00015598519889103795,7.73249613316591e-05,0.0001191493495027943,8.581170066435489e-05,6.0025763905508635e-05,7.700860332854788e-05
1101748911490756608,0.00027015259024311096,0.0003024933180124808,0.0006706381555674677,0.00022207065005050292,0.0002660823699707197,0.00017915399490685868,0.0003009567550524854
1101748935025197056,0.00019090530345953477,0.00021396886088725383,0.00011418957876233725,9.977434835462626e-05,0.001088978218238035,9.64785018045319e-05,0.0006850042900570329
1101748939722764289,0.0002729647728242365,0.00010594218839536243,9.864226570868571e-05,6.723830442050025e-05,0.0001902087358135141,0.0003239344705438906,8.424883335516567e-05
1101748939760504832,0.0004942205772635756,0.0011275937384235771,0.00041643714156471007,0.0008188662717252976,0.0012159812940519558,0.0023254281260584085,0.0006324294062551377
1101748950384689152,5.444390402124844e-05,0.00012074376779253604,5.0441554243078184e-05,8.672179439666687e-05,0.00012902389711490046,0.00024944228815977756,6.656547028670468e-05
1101748952960036864,7.268775006931316e-05,0.0001676425916588397,8.13379172751006e-05,0.00010761609145024868,0.000157748429465,0.0003070487626705548,8.256827148617455e-05
1101748972409012224,5.444390402124844e-05,0.00012074376779253604,5.0441554243078184e-05,8.672179439666687e-05,0.00012902389711490046,0.00024944228815977756,6.656547028670468e-05
1101748981158178816,5.444390402124844e-05,0.00012074376779253604,5.0441554243078184e-05,8.672179439666687e-05,0.00012902389711490046,0.00024944228815977756,6.656547028670468e-05
1101749050280497154,0.0002932957949873523,0.000728049517762002,0.00019306432912414795,0.00014279613982366406,0.000491934020608571,0.0004961696075536679,0.00043479720756484764
1101749069469413376,5.444390402124844e-05,0.00012074376779253604,5.0441554243078184e-05,8.672179439666687e-05,0.00012902389711490046,0.00024944228815977756,6.656547028670468e-05
1101749081955844096,0.0010854006432794968,0.001524367572838851,0.0009128499375195601,0.000884163366014353,0.0014119541170899694,0.0008267900852673508,0.0009230902373746473
1101749086913548289,0.0004363052315301932,0.00043860092560523827,0.00045344216748927535,0.0006169687435187143,0.0005505673397734637,0.0006185987082861946,0.0004796147267113084
1101749139845525504,0.0003366636257533116,0.00026718937242695097,0.00033486113961228494,0.00035555024534093306,0.0003275557915329602,0.0002555134898512096,0.00028239986029012236
1101749228408193024,9.505233635445611e-05,7.558701662577913e-05,9.37999534843028e-05,0.00010069290417399054,9.278364554398992e-05,7.197481619106684e-05,7.992618778743631e-05
1101749251049226241,9.505233635445611e-05,7.558701662577913e-05,9.37999534843028e-05,0.00010069290417399054,9.278364554398992e-05,7.197481619106684e-05,7.992618778743631e-05
1101749252194217984,0.00019289037473084193,0.0010058847076475775,0.0001849102470945445,0.00047340512515795674,0.0002495504026764147,0.0003742604108705084,0.00031594262698070584
1101749269420171264,4.366505151180553e-05,0.0002153252861867227,4.7119998842775106e-05,0.00010010401631503082,5.2724830822087375e-05,8.208822759474275e-05,6.638074930437121e-05
1101749310964813825,4.366505151180553e-05,0.0002153252861867227,4.7119998842775106e-05,0.00010010401631503082,5.2724830822087375e-05,8.208822759474275e-05,6.638074930437121e-05
1101749315012308992,4.366505151180553e-05,0.0002153252861867227,4.7119998842775106e-05,0.00010010401631503082,5.2724830822087375e-05,8.208822759474275e-05,6.638074930437121e-05
1101749351272067072,0.0004759514148878162,0.00043435281510123796,0.000448367294056846,0.00042005877698483537,0.0005068435648092911,0.00035664042085269365,0.0005060307108546128
1101749355185405952,0.00033215117878697306,0.001028312007794184,0.0005226114845233629,0.0007491216286789476,0.00031695513545406317,0.00031000921984795563,0.0002734646130243389
1101749392829284352,0.00036165954671217636,0.0011194724283158644,0.00045681917012037527,0.0008324619134440275,0.0007571042184931563,0.0005425120198104147,0.0002581546550307503
1101749444331085824,5.7811034382498306e-05,0.00017564781521934786,9.214018823226133e-05,0.000126898273466071,5.3655549437340365e-05,5.372830015488171e-05,4.6030910708390954e-05
1101749449964093441,5.7811034382498306e-05,0.00017564781521934786,9.214018823226133e-05,0.000126898273466071,5.3655549437340365e-05,5.372830015488171e-05,4.6030910708390954e-05
1101749450127470592,0.00022622824854712266,0.0005794096724672935,0.000590595098306494,0.00042375384262788166,0.002191024405870543,0.0004255904934076946,0.00039873440256492604
1101749450685452288,0.00020677745675274086,0.0002829234459044776,0.00029317575025600544,0.00027689471431095665,0.0009439115396781538,0.00022524610752174324,0.0002108089448212271
1101749451650023425,7.932280487689126e-05,0.00019659338340405707,0.0001677429416169216,0.00013843251647049405,0.0002118538381340099,0.00013766556930044175,0.00018192965660037707
1101749456175800320,0.00022641921909779568,0.0005131872181579449,0.00046246726671909054,0.0003477021175852341,0.0005366445258463898,0.00037029901529084285,0.00045759051890977703
1101749464937742336,0.00022641921909779568,0.0005131872181579449,0.00046246726671909054,0.0003477021175852341,0.0005366445258463898,0.00037029901529084285,0.00045759051890977703
1101749472080642050,0.0004044487140339082,0.0005421755669911065,0.00041865422444923103,0.0004314949478761313,0.0008103394494163762,0.0007429105875951932,0.00024097702785502226
1101749498533994497,5.133378233300515e-05,6.664428840543134e-05,5.7337349515282056e-05,5.193449129295569e-05,9.816286043384908e-05,9.147298497395854e-05,2.8643673035743443e-05
1101749512261926912,5.133378233300515e-05,6.664428840543134e-05,5.7337349515282056e-05,5.193449129295569e-05,9.816286043384908e-05,9.147298497395854e-05,2.8643673035743443e-05
1101749522345197568,5.133378233300515e-05,6.664428840543134e-05,5.7337349515282056e-05,5.193449129295569e-05,9.816286043384908e-05,9.147298497395854e-05,2.8643673035743443e-05
1101749530016526337,5.133378233300515e-05,6.664428840543134e-05,5.7337349515282056e-05,5.193449129295569e-05,9.816286043384908e-05,9.147298497395854e-05,2.8643673035743443e-05
1101749536790323202,5.133378233300515e-05,6.664428840543134e-05,5.7337349515282056e-05,5.193449129295569e-05,9.816286043384908e-05,9.147298497395854e-05,2.8643673035743443e-05
1101749537238966272,0.0010067877286749737,0.0006009640191352176,0.0013305320975587614,0.0014485435406262806,0.0012456527904274757,0.001693965587186953,0.00038606459240806665
1101749541676683264,0.0001437196491454241,8.6116101409207e-05,0.0001925883174466921,0.0002047927469160568,0.0001762578567803884,0.00024102671587104794,5.4149452029627365e-05
1101749543731974146,0.0001437196491454241,8.6116101409207e-05,0.0001925883174466921,0.0002047927469160568,0.0001762578567803884,0.00024102671587104794,5.4149452029627365e-05
1101749546500190213,0.000386966682026328,0.00026284189078042787,0.0002989845084622713,0.0003330682549962258,0.0003548470851903009,0.0005145541531249776,0.0005730568945826151
1101749574597779456,0.0011771721743279685,0.0008970607708728355,0.0010339806990052407,0.000969112169350565,0.0013133283468219127,0.0006725321185877162,0.0012379880199517332
1101749582151733248,0.0004134048940013989,0.0006174594005724554,0.0004268737267305993,0.001300508421648489,0.00046241290059433743,0.0007268353350074972,0.0004485349704831514
1101749589646950401,5.846983613969274e-05,8.735900072094841e-05,6.140454119522879e-05,0.00018415264271793788,6.550826755821561e-05,0.00010254861884583358,6.339551312962574e-05
1101749593665138688,5.846983613969274e-05,8.735900072094841e-05,6.140454119522879e-05,0.00018415264271793788,6.550826755821561e-05,0.00010254861884583358,6.339551312962574e-05
1101749606403076098,0.00024068181803737037,0.0003078938808773949,0.00019473833473627897,0.0008242025717090629,0.0002517049481350265,0.0004211108293710308,0.0002045316633325332
1101749626321989637,0.00011838081418142218,0.0001882480735699961,0.00012061886037876989,0.0006326862001084951,0.00012988520100937816,0.00019887692578252964,0.0001243985669107009
1101749714171637761,0.0004759514148878162,0.00043435281510123796,0.000448367294056846,0.00042005877698483537,0.0005068435648092911,0.00035664042085269365,0.0005060307108546128
1101749726112858113,0.0008970102447618067,0.0005717562557957622,0.0004164797189576858,0.0014153226685227783,0.00048337832017222913,0.0004941841930336782,0.0007826556213641257
1102283086660755456,0.0001102067213236811,7.000331281490325e-05,5.356695608136628e-05,0.00017163925176369994,5.856799963690584e-05,6.087575603652069e-05,9.459589115654982e-05
1102283106126577665,0.0001102067213236811,7.000331281490325e-05,5.356695608136628e-05,0.00017163925176369994,5.856799963690584e-05,6.087575603652069e-05,9.459589115654982e-05
1102283114372579335,0.0001102067213236811,7.000331281490325e-05,5.356695608136628e-05,0.00017163925176369994,5.856799963690584e-05,6.087575603652069e-05,9.459589115654982e-05
1102283122253721601,0.0001102067213236811,7.000331281490325e-05,5.356695608136628e-05,0.00017163925176369994,5.856799963690584e-05,6.087575603652069e-05,9.459589115654982e-05
1102283129081999360,0.0013931667297066982,0.0019731945009670198,0.0013338199345326062,0.001274090985592924,0.0014857041398133538,0.0010210062264354365,0.0022779131054635987
1102283135411208192,0.00021382882080981514,0.00021127590452767468,0.0002766869512270174,0.0005420562932033219,0.0009148940424403294,0.0008720416147718281,0.00026956609116548364
1102283136778420224,0.00030309999435410533,0.00023162665777308906,0.0001751551891735909,0.0001818452180764513,0.00041230796452921344,0.0005494440210324626,0.0001385385623751008
1102283138468888578,0.0004328692802906378,0.000348721556830661,0.00032649606914648364,0.00023950225436593093,0.0005914147075356021,0.0008315561338171888,0.000193286863680617
1102283150829514753,0.0004328692802906378,0.000348721556830661,0.00032649606914648364,0.00023950225436593093,0.0005914147075356021,0.0008315561338171888,0.000193286863680617
1102283164536504321,0.0007852144261218235,0.0007365539230697409,0.0008832333010775843,0.0005387324296145359,0.00034487293265377526,0.0012220135279036968,0.0002626297703415351
1102283176364396545,0.000168691948933159,0.00015815076950523045,0.00019824295216260219,0.00011386556473563396,7.295925200138173e-05,0.0002611401204907117,5.502574366461208e-05
1102283185537327104,0.000168691948933159,0.00015815076950523045,0.00019824295216260219,0.00011386556473563396,7.295925200138173e-05,0.0002611401204907117,5.502574366461208e-05
1102283234426216448,0.000168691948933159,0.00015815076950523045,0.00019824295216260219,0.00011386556473563396,7.295925200138173e-05,0.0002611401204907117,5.502574366461208e-05
1102283245427671040,0.0005313096996191418,0.0001042186602918216,0.00012951844331645892,8.843440095751975e-05,0.00011322185912520757,7.460311293339085e-05,4.841791868356053e-05
1102283250704285696,1.318294589748044e-05,0.00017628471540872675,0.0018272050270807857,2.2833645083058635e-05,1.6592539571978124e-06,8.96151206006906e-06,4.130148843137086e-06
1102283260867035137,2.5732547075656542e-05,0.0006132497288413114,0.006481979351250778,8.241300517559204e-05,9.40815818119079e-06,1.5945341547630304e-05,1.1925773635788895e-05
1102283276146876416,0.00036244364181933845,0.0004187043367795025,0.0004231177897551999,0.0007800114073657204,0.00047402838239103044,0.0005895464978626872,0.0003788210333236565
1102283285005324289,0.0004759514148878162,0.00043435281510123796,0.000448367294056846,0.00042005877698483537,0.0005068435648092911,0.00035664042085269365,0.0005060307108546128
1102283327933804544,0.0020284482784021555,0.0008602630000768851,0.0013548877334153553,0.002033726005568149,0.001638981043994947,0.001190338623736257,0.001349339757378332
1102283330886676480,5.169358166680328e-05,0.0001407631029044401,0.0002901148506930469,5.058396783806202e-05,4.658543607835981e-05,5.505572872468454e-05,0.0005416781041305093
1102283332207984641,0.0004287235153838561,0.00020216879108363105,0.0031342167084970445,0.0005045753984561815,0.0004981697720319508,0.0003664822347599585,0.000546202137859107
1102283342966374400,0.0001243684328850139,5.979174374542999e-05,0.000881701943134674,0.00014216858947350877,0.00014067609013692148,0.00010745460093075557,0.000153459239535832
1102283360196485121,0.0001243684328850139,5.979174374542999e-05,0.000881701943134674,0.00014216858947350877,0.00014067609013692148,0.00010745460093075557,0.000153459239535832
1102283361152774144,6.538671816349372e-05,0.0003206413868688153,0.0013361390255203995,8.859124750522211e-05,0.00018879349877088614,9.106616204200609e-05,0.0007279608570269126
