,politics_and_renewables,nature,food_agriculture,developement_goals,endangered_habitats,innovation,vegan
969135953855041536,0.002469054122367565,0.005777092283889929,0.003143838098645117,0.002288277202223337,0.0014848534702224868,0.002953574597530863,0.0015239561119387386
969135954861621249,0.0008392831414561952,0.0006631881720101482,0.00044632839423918943,0.0009574891600704057,0.0006994769197617675,0.0014692186090776,0.0006312043460935449
969135994959290368,0.001125441562355742,0.0017219003946570678,0.001116112747300658,0.0011483046412019105,0.0016836399460764804,0.0024034024501571427,0.0013720093001609462
969136012642439170,0.008568388116414971,0.009671801905839343,0.008603528936580777,0.0062237912269746684,0.011380714915248924,0.006081276242667963,0.0067168152263264716
969136024034082817,0.000980914415937648,0.0002192890494606573,0.000275649732587821,0.00048227627364772537,0.0007645236133365829,0.0008724188766346192,0.0014276140523780008
969136038357676033,0.0018559321672956442,0.0016767973544631258,0.0015219344790579033,0.0012231152855499687,0.0012051823263425961,0.0015258245368822445,0.00123884839253745
969136112244609024,0.0009127214581058957,0.0006224303639058626,0.0006674985650761169,0.0005437205326153856,0.0006710966561006005,0.0006147465711154088,0.000567574569645113
969136117097357312,0.000501917732357093,0.0008667212166523211,0.0006773678603902399,0.0005954406875712228,0.0010151047921574431,0.0009276440613363387,0.0007685271040519657
969136149439635456,0.000980914415937648,0.0002192890494606573,0.000275649732587821,0.00048227627364772537,0.0007645236133365829,0.0008724188766346192,0.0014276140523780008
969136149838155777,0.000980914415937648,0.0002192890494606573,0.000275649732587821,0.00048227627364772537,0.0007645236133365829,0.0008724188766346192,0.0014276140523780008
969136174869729280,0.0008668760399798105,0.0006456775149619369,0.0007870951901667653,0.000545894835223687,0.0006304013426248182,0.0011754512313915865,0.0006128853723275637
969136217400008704,0.0030220016699485878,0.004161736945624636,0.003310262354200172,0.00229402409356661,0.001831370011919021,0.002843565892190877,0.0019814636223721856
969136225306251264,0.004231610388295837,0.003421142085460093,0.010467253586834828,0.03210081799142433,0.001271228013644209,0.002214301913520785,0.0016767973529737902
969136241349398528,0.0007181467313810031,0.0005804071433427218,0.0017793584811684289,0.005455726320319779,0.00021499363982936329,0.0003754162572112608,0.0002834266729469867
969136250107154432,0.0009128716864483244,0.0002265018034959477,0.00047605282516672637,0.00042207681445313836,0.00023926192365486573,0.0010851609084743653,0.00016631824172908734
969136288799522817,0.005081300136756888,0.002109257544405696,0.003186526484542537,0.0030376781600596433,0.0014805581777565875,0.0021294111826791386,0.003343008498688012
969136299952300033,0.0017263274060048087,0.0007159052832128866,0.0010833141125226146,0.0010317069665187102,0.0005022036020907315,0.0007229108335710448,0.0011347751597576947
969136356541726720,0.0017263274060048087,0.0007159052832128866,0.0010833141125226146,0.0010317069665187102,0.0005022036020907315,0.0007229108335710448,0.0011347751597576947
969136375244222464,0.0017263274060048087,0.0007159052832128866,0.0010833141125226146,0.0010317069665187102,0.0005022036020907315,0.0007229108335710448,0.0011347751597576947
969136380184969216,0.002567096550411725,0.0012183813025159775,0.005533168143053542,0.0017376065715210842,0.0029391945282785732,0.0014899943031766102,0.0012265502469652276
969136410329456641,0.0014539687591845832,0.0006896797697179544,0.0031353828671078572,0.000984162846798778,0.0016648254378979492,0.0008436843930990359,0.0006939539118225997
969136428604149760,0.0027521043278221336,0.0014901879789103905,0.0010085126050055585,0.00240787125147886,0.0010390081127625117,0.0010529027549762877,0.003319179732020895
969136429308743681,0.0012709939064053238,0.00032640106243682967,0.0003804910971825355,0.0011800382317499016,0.00022740128078104386,0.001362359802849713,0.000218736070042238
969136435986161664,0.0032418684607246717,0.007621621949182761,0.0038008759112188603,0.008076087924700211,0.003255163409128613,0.011147530447996686,0.011610025896636535
969136441820315648,0.00018317362499243824,0.0004304134174996747,0.00021532621319798092,0.0004566576206439228,0.0001838024250476492,0.0006307623207251545,0.0006564611906233324
969136444513144832,0.00018317362499243824,0.0004304134174996747,0.00021532621319798092,0.0004566576206439228,0.0001838024250476492,0.0006307623207251545,0.0006564611906233324
969136444550860801,0.00018317362499243824,0.0004304134174996747,0.00021532621319798092,0.0004566576206439228,0.0001838024250476492,0.0006307623207251545,0.0006564611906233324
969136455309234176,0.00018317362499243824,0.0004304134174996747,0.00021532621319798092,0.0004566576206439228,0.0001838024250476492,0.0006307623207251545,0.0006564611906233324
969136458220138496,0.00018317362499243824,0.0004304134174996747,0.00021532621319798092,0.0004566576206439228,0.0001838024250476492,0.0006307623207251545,0.0006564611906233324
969136459126059008,0.00018317362499243824,0.0004304134174996747,0.00021532621319798092,0.0004566576206439228,0.0001838024250476492,0.0006307623207251545,0.0006564611906233324
969136476293357568,0.00018317362499243824,0.0004304134174996747,0.00021532621319798092,0.0004566576206439228,0.0001838024250476492,0.0006307623207251545,0.0006564611906233324
969136495830425600,0.0016544438921272475,0.0017199738928902618,0.0014300405130451186,0.0012982301989940535,0.0014192771705029107,0.0017704488496411933,0.0008665534752960775
969136504604909568,0.00046820888739603915,0.00048678422381538797,0.00040513185454168246,0.00036733201442477366,0.00040149099181086733,0.0005010883350274537,0.00024477574277879667
969136506332942336,0.005887350281744235,0.0039605516307748044,0.006957871127985646,0.005824443883158883,0.016806719757070102,0.00581919449112202,0.002655535720245245
969136518240653312,0.0003842100627257546,0.0002582430537859505,0.00045488071478431855,0.0003802080705273052,0.0010981132520672203,0.00037984893824164704,0.00017218971240331736
969136541183328256,0.0003842100627257546,0.0002582430537859505,0.00045488071478431855,0.0003802080705273052,0.0010981132520672203,0.00037984893824164704,0.00017218971240331736
969136548510826496,0.0003842100627257546,0.0002582430537859505,0.00045488071478431855,0.0003802080705273052,0.0010981132520672203,0.00037984893824164704,0.00017218971240331736
969136553875341312,0.0003842100627257546,0.0002582430537859505,0.00045488071478431855,0.0003802080705273052,0.0010981132520672203,0.00037984893824164704,0.00017218971240331736
969136560942780416,0.0004644439899254782,0.00030635621441078484,0.0005358366172363759,0.00044870481110389403,0.0012482515449444987,0.0004480155920387196,0.00026494606977491974
969136586909765633,0.0003842100627257546,0.0002582430537859505,0.00045488071478431855,0.0003802080705273052,0.0010981132520672203,0.00037984893824164704,0.00017218971240331736
969136636708696064,0.0003842100627257546,0.0002582430537859505,0.00045488071478431855,0.0003802080705273052,0.0010981132520672203,0.00037984893824164704,0.00017218971240331736
969579883004420097,0.0003842100627257546,0.0002582430537859505,0.00045488071478431855,0.0003802080705273052,0.0010981132520672203,0.00037984893824164704,0.00017218971240331736
969579887102083073,0.0003842100627257546,0.0002582430537859505,0.00045488071478431855,0.0003802080705273052,0.0010981132520672203,0.00037984893824164704,0.00017218971240331736
969579891879501824,0.0021652003261138962,0.0006705099061620443,0.002090663965405364,0.0012048792855341795,0.003126658799193784,0.0012742183261386026,0.0007848401180878965
969579896463937536,0.001402301477167399,0.001341145097884993,0.0003755264199932395,0.001318364852581184,0.0015740320309339322,0.00038323240437465676,0.0009514928233214725
969579896673591298,0.0011895569989182233,0.0009907638608698916,0.0013778778795472304,0.0010041585621536153,0.0009247354327887813,0.0013393924133212585,0.0014451301193701598
969579902847643649,0.001455158131031554,0.0035334136848720757,0.002718001135917742,0.012530601815995536,0.02122444349168653,0.0008447131389677081,0.0018441370908395995
969579937228242944,0.00041208757552281793,0.001000376181649718,0.0007700688681687982,0.0035506171471387468,0.006012109845926204,0.00023917900241551363,0.0005223144700424568
969579946128629760,0.0011895569989182233,0.0009907638608698916,0.0013778778795472304,0.0010041585621536153,0.0009247354327887813,0.0013393924133212585,0.0014451301193701598
969579964508057601,0.0018212905301250688,0.014424499459030397,0.0012413311624883858,0.001996400381309889,0.0021369159552629643,0.0011186231949999832,0.000987665748941168
969579971558567939,0.006267899940018046,0.0046577907967138045,0.0027716591978957194,0.006776108690340392,0.007747209712815898,0.002831102976084105,0.003730556410730481
969580017146630144,0.0006656169244963294,0.0004945632689351337,0.0002944484670059154,0.0007196609825460697,0.0008227448011748768,0.0003005255256424474,0.00039595058748060215
969580028278255616,0.0006656169244963294,0.0004945632689351337,0.0002944484670059154,0.0007196609825460697,0.0008227448011748768,0.0003005255256424474,0.00039595058748060215
969580071072813056,0.0006656169244963294,0.0004945632689351337,0.0002944484670059154,0.0007196609825460697,0.0008227448011748768,0.0003005255256424474,0.00039595058748060215
969580100802007040,0.0006656169244963294,0.0004945632689351337,0.0002944484670059154,0.0007196609825460697,0.0008227448011748768,0.0003005255256424474,0.00039595058748060215
969580104400568325,0.000501917732357093,0.0008667212166523211,0.0006773678603902399,0.0005954406875712228,0.0010151047921574431,0.0009276440613363387,0.0007685271040519657
969580106040700928,0.00039000436563212717,0.00017822192984314882,0.00019795085648724543,0.00025922841164204225,0.00020441192202617052,0.0001948730548435973,0.0003807967688834543
969580117063356417,0.0038723818874488686,0.004982950135689901,0.004388046466125888,0.0031035610698525325,0.0037683149859639572,0.003758547932803808,0.004485753465052171
969580133274222592,0.0030220016699485878,0.004161736945624636,0.003310262354200172,0.00229402409356661,0.001831370011919021,0.002843565892190877,0.0019814636223721856
969580137326043136,0.0037651542214649928,0.004774218651037408,0.004661962393177981,0.0043592661176946185,0.003192292389949823,0.0027192539831138274,0.003293493735065159
969580137879670784,0.00039931521620749637,0.000506698074283034,0.0004952838362175527,0.00046260056992997726,0.00033841741198867834,0.0002881260448072591,0.00034888987724842723
969580145852977152,0.00039931521620749637,0.000506698074283034,0.0004952838362175527,0.00046260056992997726,0.00033841741198867834,0.0002881260448072591,0.00034888987724842723
969580149015420929,0.0014450563974785042,0.001237464119003097,0.002465852655278056,0.007886127801748759,0.0012378941488404172,0.0008989713785344039,0.0024001091447486875
969580151221772288,0.0004083806937559399,0.0003494188890351958,0.0006985949288404074,0.002233435339031823,0.0003497297000199386,0.0002537692508997956,0.0006785483815870166
969580154203918342,0.002998831493840522,0.004021805687080618,0.00378526506240937,0.004182509465314496,0.0017728982912944774,0.002356355787301621,0.002181267262672127
969580156674289665,0.000636512474495956,0.0008538571709445157,0.0008043095372117197,0.0008879726458767287,0.00037604861827782816,0.0005001558696975332,0.00046247564075811785
969580176853078016,0.0012709939064053238,0.00032640106243682967,0.0003804910971825355,0.0011800382317499016,0.00022740128078104386,0.001362359802849713,0.000218736070042238
969580211598602241,0.0016236851862339525,0.0005823470143778061,0.0006617003389893652,0.0010714542008063257,0.0012418123580704204,0.0016247072146202887,0.002332831357370531
969580212806733824,0.0004593362472776949,0.00016432393637815827,0.00018743094760147853,0.00030287865625524304,0.0003511634110437489,0.00045965663783789276,0.0006599179950975655
969580219387535360,0.0012709939064053238,0.00032640106243682967,0.0003804910971825355,0.0011800382317499016,0.00022740128078104386,0.001362359802849713,0.000218736070042238
969580224315785217,0.004375352728293781,0.00015654942370810538,0.0001618959341144936,0.00716295123521797,0.00012323247173959728,0.00437936302791052,0.00032854907926460966
969580238077399040,0.0012178834348572352,0.0007506164644472723,0.0007837452377961497,0.0007978249579806202,0.000471415302367129,0.0005829461611819353,0.0015107857697328904
969580259577335808,0.017954289713200795,0.0006294295103298217,0.0004793755116534622,0.0017923770037692175,0.0003869484252744634,0.0003550460873434933,0.0009299890541694852
969580309959200769,0.005086371108451062,0.00017776454501783752,0.00013577068901649038,0.0005071268020721245,0.00010895289874460316,9.995851606537569e-05,0.00026265395796021057
969580315630096388,0.005086371108451062,0.00017776454501783752,0.00013577068901649038,0.0005071268020721245,0.00010895289874460316,9.995851606537569e-05,0.00026265395796021057
969580333560721409,0.005081300136756888,0.002109257544405696,0.003186526484542537,0.0030376781600596433,0.0014805581777565875,0.0021294111826791386,0.003343008498688012
969580340057661440,0.001967173668231412,0.001213657453092257,0.002507762241658161,0.0018534866354213528,0.001408460531903353,0.0015006296617267154,0.001692195161882086
969580359682699266,0.0005570214229297847,0.00034353032020203414,0.0007104921023202857,0.0005248619963339546,0.0003987039481054603,0.00042484279952299965,0.0004789421183123038
969580378045468672,0.0033282323509724234,0.003357695393589693,0.0043119974553796755,0.002910644053339927,0.002513149295373188,0.003312123030501641,0.0026797266872736337
969580401982353408,0.0008073267123416256,0.0008144728246543615,0.0010471102713486362,0.0007060369787034698,0.0006093526565346558,0.0008034763325494344,0.0006493374440150447
969580409322385409,0.0010633296787756347,0.001072756009967417,0.0013792792723579808,0.0009299688820516613,0.0008025849577887745,0.0010582861577817164,0.0008551868073206428
969580415634653184,0.0012296113093814706,0.0018663759162581266,0.0011324445681831186,0.0015686302769353422,0.002067339167988878,0.0016502121630669975,0.0014820894218834765
969580416423342081,0.0033282323509724234,0.003357695393589693,0.0043119974553796755,0.002910644053339927,0.002513149295373188,0.003312123030501641,0.0026797266872736337
969580433775190016,0.007002031536612865,0.003884858997891147,0.0060546052732584656,0.008326419812377622,0.008989869629228424,0.004530901655883254,0.0035790911273484096
969580434001661953,0.0005406504634632814,0.00029980417584034096,0.00046781189510529316,0.0006430079092342861,0.0006942496833721515,0.0003497112808430939,0.0002759628005688277
969580440360189952,0.000643069181395099,0.0021313700148449482,0.0008610027390906713,0.0005731354043169777,0.00043102202435052944,0.0006888613240571047,0.007104805411776232
969580440603504641,0.00027277809755222796,0.0009052037883684547,0.0003658773821512899,0.00024295377399874687,0.00018251628760322343,0.0002920541936317636,0.003018234273599801
969580455652573184,0.0011434034863999287,0.0015920671103799473,0.0015604973891508922,0.0016388434957329905,0.0013812843613502347,0.000922745894330264,0.0005745932746946807
969580462200053760,0.0007414195112149423,0.0016156528284742215,0.00423446243751485,0.0017932011537018335,0.0026903207594010433,0.0008297978709863219,0.0015895583249719452
969580463189708802,0.006342239334135975,0.013337806079426327,0.006058491196517848,0.0019921342269105307,0.0017538954245862987,0.010216945582087316,0.006357977062727057
969580465274306562,0.0004892391551813264,0.0010298507734550347,0.00046810140500544846,0.0001533300317423881,0.00013488451299475496,0.0007888569921443482,0.0004901269699688067
969580466700419072,0.0004892391551813264,0.0010298507734550347,0.00046810140500544846,0.0001533300317423881,0.00013488451299475496,0.0007888569921443482,0.0004901269699688067
969580478679453697,0.0004892391551813264,0.0010298507734550347,0.00046810140500544846,0.0001533300317423881,0.00013488451299475496,0.0007888569921443482,0.0004901269699688067
969580481946832897,0.0004892391551813264,0.0010298507734550347,0.00046810140500544846,0.0001533300317423881,0.00013488451299475496,0.0007888569921443482,0.0004901269699688067
969580487315415040,0.0010752761582022855,0.00184024235981462,0.00147287246715174,0.0005566441173849409,0.00043560531108127455,0.001329726395645247,0.0008293621415346415
969580503056748545,0.0004892391551813264,0.0010298507734550347,0.00046810140500544846,0.0001533300317423881,0.00013488451299475496,0.0007888569921443482,0.0004901269699688067
969580505128685568,0.0004892391551813264,0.0010298507734550347,0.00046810140500544846,0.0001533300317423881,0.00013488451299475496,0.0007888569921443482,0.0004901269699688067
969580523000619008,0.0005010371740084036,0.0003945759915438639,0.049086478008251416,0.0005493756342872079,0.00014076400325165538,0.0005418932720951848,0.00015524171955386007
969580543208775681,6.859879817427972e-05,5.059319402314618e-05,0.0069536641694594465,7.379082766886031e-05,1.7108305653714456e-05,7.424172220474337e-05,1.6738146739619873e-05
969580560187318274,6.859879817427972e-05,5.059319402314618e-05,0.0069536641694594465,7.379082766886031e-05,1.7108305653714456e-05,7.424172220474337e-05,1.6738146739619873e-05
969580566734614528,6.859879817427972e-05,5.059319402314618e-05,0.0069536641694594465,7.379082766886031e-05,1.7108305653714456e-05,7.424172220474337e-05,1.6738146739619873e-05
