word,tag,degree,page_rank,year
opera,N,27,9.062786480494643e-05,2018
sing,V,80,0.00019429655018906293,2018
singer,N,19,6.75550343271265e-05,2018
symbolic,A,4,4.6068646582099744e-05,2018
weatherman,N,10,5.505110587386512e-05,2018
emphasize,V,11,4.9155062404134905e-05,2018
envision,V,23,8.207987520440686e-05,2018
feedback,N,40,0.00010472123481816744,2018
gallery,N,11,5.1159530033319483e-05,2018
heartfelt,A,16,5.9547908933506075e-05,2018
medicine,N,2,3.541481139328148e-05,2018
pm,N,192,0.0003462368235142237,2018
premiere,N,17,6.049265141424964e-05,2018
street,N,24,7.808943093815784e-05,2018
bitch,N,14,5.993673055120228e-05,2018
co-author,V,47,0.00011096901945554724,2018
deprive,V,19,6.793839703912494e-05,2018
elementary,A,56,0.00012168723525655614,2018
fabulous,A,15,5.684780669502368e-05,2018
interface,N,28,8.77857753347742e-05,2018
intermediary,N,16,5.6542085387580926e-05,2018
library,N,27,8.051482600023903e-05,2018
lighting,N,8,4.5135565658581736e-05,2018
magazine,N,37,9.950357794253853e-05,2018
mile,N,25,8.06557060238395e-05,2018
prediction,N,42,0.00010728264911655599,2018
pretentious,A,14,5.993673055120228e-05,2018
profoundly,R,30,8.314704434124696e-05,2018
prominently,R,2,3.477142967297584e-05,2018
strawberry,N,20,6.902055571966655e-05,2018
travesty,N,30,8.314704434124696e-05,2018
weaken,V,12,5.1588561175770825e-05,2018
wine,N,20,7.71098895439717e-05,2018
billion-dollar,A,16,5.894300341160274e-05,2018
control,N,43,0.00011193762671670595,2018
devastation,N,32,8.584765433431775e-05,2018
engineering,N,40,0.00010107720330673493,2018
intelligence,N,75,0.0001500374535613149,2018
internet,N,57,0.00013173761442614388,2018
island,N,87,0.00019122299618547805,2018
wall,N,103,0.0002042080751744359,2018
fan,N,60,0.0001540229267316792,2018
fascism,N,5,4.9255508683451185e-05,2018
installation,N,8,5.635736250078726e-05,2018
mural,N,12,7.172696345640466e-05,2018
on-site,A,19,6.514474752165505e-05,2018
site-specific,N,8,5.635736250078726e-05,2018
wash,V,13,6.878604776632737e-05,2018
artwork,N,2,3.437538304135003e-05,2018
value,V,98,0.00018976917415899184,2018
ashamed,A,13,5.6620685651001724e-05,2018
nihilistic,A,13,5.6620685651001724e-05,2018
villainy,N,13,5.6620685651001724e-05,2018
bin,N,85,0.0001904970345475926,2018
cancer,N,89,0.00017571440110605182,2018
circuit,N,44,0.00010256024596061797,2018
columnist,N,8,5.2933845603205434e-05,2018
composter,N,19,6.838095071209316e-05,2018
cutting,N,19,6.838095071209316e-05,2018
dog,N,15,6.21343620842789e-05,2018
editor,N,15,6.547916197540232e-05,2018
epidemic,N,45,9.911166502771224e-05,2018
faith,N,44,0.00012178006580321223,2018
finger,N,19,6.838095071209316e-05,2018
immoral,A,16,5.6131733641053854e-05,2018
infringe,V,40,9.051263050383541e-05,2018
lawn,N,19,6.838095071209316e-05,2018
misrepresent,V,8,5.2933845603205434e-05,2018
neighbour,N,23,8.512162926820741e-05,2018
notoriously,R,120,0.0002050638860567856,2018
poo,N,15,6.21343620842789e-05,2018
reporter,N,19,7.868127638660952e-05,2018
sack,N,15,6.21343620842789e-05,2018
sick,A,55,0.00012202702133383734,2018
somalian,N,7,4.1428323303255346e-05,2018
trial,N,194,0.0003122696401632376,2018
tweet,V,30,7.917370819513755e-05,2018
type,V,19,6.838095071209316e-05,2018
encompass,V,13,5.495508375967096e-05,2018
restriction,N,21,6.352727070612116e-05,2018
sexual,A,66,0.00013851399409893218,2018
unjustified,A,21,6.352727070612116e-05,2018
aspiration,N,9,5.4022078485682416e-05,2018
grip,N,9,5.4022078485682416e-05,2018
tighten,V,9,5.4022078485682416e-05,2018
charge,N,55,0.00012192401046339535,2018
hero,N,56,0.00012410274505342974,2018
irony,N,51,0.00011664841253339076,2018
privately,R,48,0.000111878497053559,2018
squad,N,6,4.0411404652395945e-05,2018
creative,A,36,0.00010873161198867085,2018
pride,N,20,6.91193475111667e-05,2018
guidance,N,14,5.163527307220725e-05,2018
investigator,N,11,5.2472016008074046e-05,2018
lieu,N,15,5.923579347224982e-05,2018
midst,N,10,4.721037589570186e-05,2018
representative,N,57,0.00012563678030655357,2018
brief,A,23,6.573334777466237e-05,2018
synthesis,N,23,6.573334777466237e-05,2018
clarify,V,44,0.00010030073287422908,2018
duty,N,51,0.0001258887840580651,2018
fulfil,V,23,7.02235006698095e-05,2018
owner,N,117,0.00021660650538914906,2018
perk,N,44,0.00010030073287422908,2018
quote,N,20,6.210235142895432e-05,2018
re-election,N,23,7.02235006698095e-05,2018
selection,N,44,0.00010030073287422908,2018
strand,V,7,4.736414551911299e-05,2018
tracker,N,7,4.736414551911299e-05,2018
assist,V,10,4.63691661113985e-05,2018
financing,N,63,0.00012537004524290396,2018
assistant,N,24,7.878620048695585e-05,2018
fieldwork,N,7,4.9368303678985766e-05,2018
frog,N,7,4.9368303678985766e-05,2018
hire,V,24,8.58440087527365e-05,2018
associate,N,11,4.903185678488987e-05,2018
association,N,18,6.77765023974691e-05,2018
emphasis,N,8,4.910120586921076e-05,2018
particular,A,26,8.575958310134756e-05,2018
partner,V,22,7.703892582636203e-05,2018
assurance,N,8,5.255507279785944e-05,2018
fated,A,8,5.255507279785944e-05,2018
sadness,N,8,5.255507279785944e-05,2018
assure,V,14,5.473536031126503e-05,2018
leaf,N,19,6.302789216274618e-05,2018
sale,N,33,8.697608369866169e-05,2018
astonishing,A,5,4.984501556332905e-05,2018
stupidity,N,5,4.984501556332905e-05,2018
astonishingly,R,12,7.307464170107822e-05,2018
disturbingly,R,12,7.307464170107822e-05,2018
similarity,N,22,9.205512291731604e-05,2018
totalitarian,A,12,7.307464170107822e-05,2018
astronaut,N,8,4.763879465876683e-05,2018
stem,N,8,4.763879465876683e-05,2018
explainer,N,81,0.00015886604357354743,2018
fragile,A,10,4.755164073474937e-05,2018
microbe,N,27,8.093648111715185e-05,2018
pump,V,32,8.142133593208916e-05,2018
rainfall,N,68,0.00013492616209269439,2018
tornado,N,45,9.857819523345193e-05,2018
catastrophic,A,15,7.394671386701959e-05,2018
co2,N,34,8.946116309339349e-05,2018
drench,V,10,5.2019829720024706e-05,2018
moisture,N,10,4.803087355220331e-05,2018
naughty,A,12,5.3513798260702765e-05,2018
pole,N,63,0.0001455567590495272,2018
wildfire,N,22,7.313929552433118e-05,2018
attain,V,35,8.694363051779136e-05,2018
suffocate,V,10,4.8346780454501625e-05,2018
attempt,N,15,6.149563358125889e-05,2018
eradicate,V,15,6.149563358125889e-05,2018
liberation,N,15,6.149563358125889e-05,2018
oppression,N,23,7.461633827964283e-05,2018
resolve,V,15,6.149563358125888e-05,2018
imperfection,N,16,5.981004352696285e-05,2018
interdependent,A,16,5.981004352696285e-05,2018
book,V,21,6.686479859816443e-05,2018
booth,N,56,0.00012528282307628708,2018
certification,N,27,7.905461556439109e-05,2018
delegate,N,59,0.00013264240246592849,2018
guest,N,64,0.00013793824250712104,2018
hashtag,N,18,5.901930453360131e-05,2018
lecture,N,32,8.95210139729069e-05,2018
prevention,N,102,0.00018813059305389143,2018
spine,N,15,5.578571400111444e-05,2018
draw,V,17,7.80163040794101e-05,2018
forthcoming,A,13,5.303970449689019e-05,2018
heroic,A,10,6.0628356329949437e-05,2018
lonely,A,10,6.0628356329949437e-05,2018
memory,N,10,6.0628356329949437e-05,2018
pile,V,14,6.853336918935361e-05,2018
sacrifice,N,10,6.0628356329949437e-05,2018
attraction,N,9,4.887977060205712e-05,2018
pollution-free,N,14,5.763190354047073e-05,2018
whopping,A,26,8.11157132042797e-05,2018
attribution,N,5,4.6837498457374645e-05,2018
causality,N,5,4.6837498457374645e-05,2018
centre,N,47,0.00014009957820848348,2018
atty,N,6,4.406622068658222e-05,2018
prominent,A,20,7.079414517630705e-05,2018
phrasing,N,20,6.1333859530773e-05,2018
confession,N,9,5.815393922793762e-05,2018
debut,N,15,5.809858444164374e-05,2018
dream,N,21,8.389004223715649e-05,2018
female,A,7,4.329389202070547e-05,2018
interpret,V,12,6.900115717198327e-05,2018
kilometer,N,12,6.900115717198327e-05,2018
morin,N,5,4.6355630229939836e-05,2018
none-the-less,R,16,6.361966960766198e-05,2018
novel,N,16,5.8531883132028457e-05,2018
physical,A,16,6.361966960766198e-05,2018
popular,A,18,8.332733387380746e-05,2018
psychology,N,16,6.361966960766198e-05,2018
retreat,N,12,6.900115717198327e-05,2018
sensitive,A,12,6.900115717198327e-05,2018
sheet,N,82,0.00022421960214711605,2018
signal,V,12,6.900115717198326e-05,2018
authoritarian,A,29,8.987630171315009e-05,2018
cult,N,14,6.481164933888912e-05,2018
enquiry,N,14,6.481164933888912e-05,2018
freedom,N,14,6.481164933888912e-05,2018
sweat,V,14,6.481164933888912e-05,2018
bond,N,23,8.023631733788901e-05,2018
bos,N,24,7.826917632165246e-05,2018
corporates,N,8,4.671754236589474e-05,2018
dividend,N,16,6.27189679055216e-05,2018
fee,N,16,6.27189679055216e-05,2018
fuss,V,17,5.797461954594515e-05,2018
patch-work,N,16,6.27189679055216e-05,2018
pricing,N,39,0.00010745862429871448,2018
weird,A,16,6.27189679055216e-05,2018
autism,N,13,5.0152617319011586e-05,2018
automate,V,6,4.2834771524044295e-05,2018
automation,N,7,4.311636896262804e-05,2018
autonomy,N,3,3.5690261168210666e-05,2018
autumn,N,26,8.35179690141864e-05,2018
bet,V,22,7.088927158306667e-05,2018
heatwave,N,10,4.921269378386909e-05,2018
mid,A,4,3.852003495224119e-05,2018
biological,A,7,4.654437225088572e-05,2018
contamination,N,12,5.202773239551558e-05,2018
imbalance,N,7,4.654437225088572e-05,2018
occupation,N,12,5.202773239551558e-05,2018
prey,N,72,0.0001470269033593898,2018
reservoir,N,32,8.48234946595898e-05,2018
commercially,R,13,5.729059015356267e-05,2018
equal,A,80,0.00016329522906359425,2018
flat,A,35,9.555848473431585e-05,2018
list,V,13,5.729059015356267e-05,2018
sort,V,13,5.729059015356267e-05,2018
average,A,24,6.685059792781268e-05,2018
average,N,14,5.509657675347945e-05,2018
lens,N,14,5.509657675347945e-05,2018
mask,N,14,5.509657675347945e-05,2018
avg,N,11,5.908155188903722e-05,2018
creep,V,11,5.908155188903722e-05,2018
residential,A,14,6.50457576377629e-05,2018
statewide,A,13,6.267842172723908e-05,2018
churn,V,42,9.657381745331424e-05,2018
critically,R,23,7.30814574102501e-05,2018
depressing,A,18,6.302993734365567e-05,2018
endangered,A,30,9.061424219840823e-05,2018
exe,N,42,9.657381745331424e-05,2018
usual,A,42,9.657381745331424e-05,2018
vaquita,N,9,4.8335769836118807e-05,2018
walkway,N,42,9.657381745331424e-05,2018
dream,V,17,6.192874379108511e-05,2018
euro,N,32,7.989447877425519e-05,2018
project-idea,N,9,4.651524444142226e-05,2018
shiny,A,12,5.439741049154539e-05,2018
shortlist,N,13,5.392310765105353e-05,2018
stylish,A,12,5.439741049154539e-05,2018
super,R,13,5.392310765105353e-05,2018
town,N,84,0.00018571144380991346,2018
tray,N,26,7.950241453398953e-05,2018
award-winning,A,18,5.6621350726529415e-05,2018
balanced,A,27,9.929065478605272e-05,2018
board,V,7,4.510464035574961e-05,2018
carnivore,N,16,5.48569081005112e-05,2018
delicate,A,18,0.00010015199617429348,2018
document,V,15,6.434769660400985e-05,2018
explorer,N,12,5.940376236915006e-05,2018
hackathon,N,10,4.63985844359271e-05,2018
hemisphere,N,12,5.940376236915006e-05,2018
lake,N,53,0.0001399696528795365,2018
noble,A,13,5.3675377783944986e-05,2018
pain,N,21,6.614052237830911e-05,2018
ppl,N,49,0.0001295633902813734,2018
preservation,N,14,5.4427751536971455e-05,2018
primitive,A,21,6.614052237830911e-05,2018
publisher,N,16,5.7125735157570974e-05,2018
puppet,N,34,8.446626087522583e-05,2018
single-use,A,31,8.698282546364572e-05,2018
spread,V,32,8.99226923981786e-05,2018
waterway,N,15,6.924406170082314e-05,2018
b,N,7,4.8330574078357205e-05,2018
belief,N,47,0.00010542423270806588,2018
confederate,N,9,4.531030754676694e-05,2018
controversial,A,15,5.7240075643196785e-05,2018
corp,N,7,4.8330574078357205e-05,2018
county,N,23,6.75053722414227e-05,2018
crazy,A,46,0.0001086906224040773,2018
duro-last,A,17,5.919537683605522e-05,2018
embed,V,20,7.094754574637406e-05,2018
film,N,53,0.00012925445627598358,2018
guess,V,42,0.00010407649916476368,2018
heavily,R,32,8.771288452083086e-05,2018
helpful,A,37,9.374093918368526e-05,2018
jam,N,13,5.2845139637353085e-05,2018
lack,V,28,7.948147022853219e-05,2018
mandate,N,33,8.556387837399724e-05,2018
none,N,22,6.872988350670565e-05,2018
outstrip,V,24,6.876381204564158e-05,2018
parrot,N,17,5.919537683605522e-05,2018
payback,N,22,6.872988350670565e-05,2018
prophesy,V,33,8.569183131963037e-05,2018
rain,V,17,5.897638324422684e-05,2018
screening,N,37,9.62429350954296e-05,2018
several,A,51,0.00011495497154853006,2018
slap,N,22,6.746473839578778e-05,2018
stupid,A,48,0.00011440803363329383,2018
surface,N,33,9.271954875774625e-05,2018
territory,N,23,7.96318546309646e-05,2018
treatment,N,26,7.994304890984149e-05,2018
uncharted,A,8,4.442463700564083e-05,2018
xenophobic,A,23,6.75053722414227e-05,2018
zealot,N,46,0.00010901836398333856,2018
awesome,A,33,8.819160019664852e-05,2018
dependable,A,19,5.961929592113505e-05,2018
lineup,N,10,4.941150106575122e-05,2018
supporter,N,56,0.00012347801088617794,2018
axis,N,18,6.575674159000312e-05,2018
conman,N,18,6.575674159000312e-05,2018
enemy,N,35,9.246188166008186e-05,2018
eruption,N,18,6.575674159000312e-05,2018
irregularly,R,18,6.575674159000312e-05,2018
myth,N,84,0.00018255022282415766,2018
spin,V,18,6.575674159000312e-05,2018
baby,N,30,0.00010214385680538371,2018
engine,N,13,5.9227145016197524e-05,2018
formation,N,13,5.9227145016197524e-05,2018
indication,N,20,7.403522965453721e-05,2018
innocent,A,2,3.567484259808242e-05,2018
lady,N,33,9.575269312403812e-05,2018
tick,V,19,6.910673941362309e-05,2018
back,R,50,0.00010706628038463208,2018
backwards,R,51,0.0001125913914879238,2018
conservative,N,60,0.0001314163324683393,2018
grand,A,56,0.00011257818954821559,2018
vow,V,38,8.94581689588136e-05,2018
back,V,19,6.55882508955656e-05,2018
charge,V,42,0.00011160356564878041,2018
hate,V,10,5.1426039851966554e-05,2018
insurer,N,34,9.405674984089399e-05,2018
lay,V,19,6.86507847917274e-05,2018
conservative,A,20,6.296622518385426e-05,2018
tariff,N,31,0.00010129210016188362,2018
backpedal,V,10,4.8905222856019534e-05,2018
sham,V,10,4.8905222856019534e-05,2018
dirty,A,24,7.3569867655758e-05,2018
grim,A,17,5.966719028347526e-05,2018
ladder,N,13,5.268395959505225e-05,2018
backyard,N,25,7.430438052878741e-05,2018
plot,N,12,5.2350259944599346e-05,2018
bacon,N,22,6.724138295010614e-05,2018
repeat,V,22,6.724138295010614e-05,2018
dedicate,V,51,0.00012319344327829695,2018
diarrhea,N,15,5.3820823158779214e-05,2018
explicitly,R,10,4.6484024799938386e-05,2018
flow,N,17,7.212856345587486e-05,2018
intent,N,25,6.97321816493779e-05,2018
jeopardize,V,11,5.116957590660877e-05,2018
pump,N,11,5.116957590660877e-05,2018
stream,N,98,0.0001928134489905249,2018
badge,N,60,0.0001183093127019814,2018
ban,V,196,0.00033874008979616234,2018
brand,N,114,0.00023580536774183325,2018
charity,N,39,0.00010039030981938394,2018
choke,V,109,0.00019172249021746438,2018
container,N,6,4.156958247853193e-05,2018
corporation,N,82,0.0001782398768339679,2018
good,N,17,6.122807578765526e-05,2018
grab,V,21,8.017267625809761e-05,2018
hat,N,27,7.711400638413349e-05,2018
influential,A,26,7.589729545734096e-05,2018
landfill,N,33,8.720984725975604e-05,2018
refillable,A,19,6.0545423306430616e-05,2018
reform-ing,V,10,4.659082396639739e-05,2018
shame,N,45,0.00010856147066713736,2018
sock,N,14,5.479549527768954e-05,2018
tea,N,24,7.538330732302255e-05,2018
textbook,N,31,8.420560002735561e-05,2018
uniform,N,14,5.479549527768954e-05,2018
utensil,N,28,7.54641231372794e-05,2018
bail,V,86,0.0001754460736954858,2018
billionaire,N,58,0.0001205955917748829,2018
hard,A,59,0.0001559597511371284,2018
mockery,N,31,8.225698001451813e-05,2018
nail,N,14,5.7432846257181506e-05,2018
title,N,24,7.109426230022509e-05,2018
trample,V,24,7.109426230022509e-05,2018
bailout,N,4,3.764757432914602e-05,2018
doctrine,N,14,7.516580333654798e-05,2018
fairness,N,14,7.516580333654798e-05,2018
limbaugh,N,14,7.516580333654798e-05,2018
radio,N,35,0.00012938573939655362,2018
repeal,V,27,0.0001017428751545864,2018
rush,N,14,7.516580333654798e-05,2018
show,N,110,0.00025630369312881816,2018
television,N,14,7.516580333654798e-05,2018
ball,N,15,5.3296011412731545e-05,2018
smoky,A,4,3.8289835518923205e-05,2018
officially,R,27,7.806583428668831e-05,2018
shipment,N,16,5.81810112157965e-05,2018
terminal,N,16,5.81810112157965e-05,2018
band,N,21,6.211581681747746e-05,2018
overtime,N,21,6.211581681747746e-05,2018
email,V,16,5.488445116366268e-05,2018
funding,N,22,6.375126806240777e-05,2018
internally,R,6,4.0711257533461086e-05,2018
official,N,15,5.499443782599835e-05,2018
recommit,V,4,3.784743578508338e-05,2018
urgency,N,114,0.00021353100423084315,2018
welfare,N,6,4.191464345766415e-05,2018
banquet,N,11,4.8608618455203654e-05,2018
bee,N,151,0.0003083424991570962,2018
meadow,N,33,8.547313071631172e-05,2018
barbie,N,14,5.160656079674294e-05,2018
barely,R,21,6.577651456657571e-05,2018
barrel,N,24,7.15671154266767e-05,2018
heavy,A,59,0.00016201963708736166,2018
ship,N,39,0.00010284418911613374,2018
chaotic,A,10,4.68542496760429e-05,2018
hope,N,18,5.96666832516626e-05,2018
experience,V,42,0.00011013862277048505,2018
projection,N,38,9.660901908227352e-05,2018
roadmap,N,14,5.6597879831783195e-05,2018
technological,A,14,5.6597879831783195e-05,2018
up-to-date,A,11,4.959940876909595e-05,2018
wake,V,53,0.0001340836397892748,2018
basically,R,45,0.00010682168639340696,2018
boat,N,8,5.244239973533226e-05,2018
component,N,97,0.00018344456426216735,2018
considerable,A,17,6.468606393233299e-05,2018
discrimination,N,46,0.00012118700302001198,2018
dismissal,N,17,6.468606393233299e-05,2018
maternity,N,17,6.468606393233299e-05,2018
pregnancy,N,17,6.468606393233299e-05,2018
technical,A,11,4.771800297709865e-05,2018
batch,N,10,4.691006601387227e-05,2018
bath-cum-toilets,N,9,6.0395670073276915e-05,2018
beneficiary,N,9,6.0395670073276915e-05,2018
thereby,R,9,6.0395670073276915e-05,2018
toilet,N,9,6.0395670073276915e-05,2018
recharge,V,9,4.6985151674352506e-05,2018
roof,N,14,8.761048729968114e-05,2018
scarce,A,18,6.024713464433443e-05,2018
battle,N,2,3.412334667005901e-05,2018
battle,V,8,6.637302134722867e-05,2018
carcass,N,8,6.637302134722867e-05,2018
scavenger,N,8,6.637302134722867e-05,2018
vulture,N,8,6.637302134722867e-05,2018
battleground,N,8,4.667914353955495e-05,2018
warrior,N,17,6.760205842295977e-05,2018
beach,N,48,0.00013138906753168718,2018
drown,V,17,6.18460704377254e-05,2018
drunk,A,17,6.18460704377254e-05,2018
garbage,N,51,0.00012913196704704755,2018
head,V,29,8.994326837274493e-05,2018
meter,N,24,7.421248915567383e-05,2018
random,A,2,3.520803805119962e-05,2018
recover,V,82,0.0001707071446364,2018
bean,N,31,8.502759799609678e-05,2018
burger,N,24,6.872030207728992e-05,2018
dedication,N,29,8.312428791080315e-05,2018
delicious,A,23,6.749635116561478e-05,2018
scene,N,15,5.7298632819406264e-05,2018
bear,N,23,8.658181616207601e-05,2018
geographic,N,12,6.013558159625373e-05,2018
polar,A,15,6.668888197659803e-05,2018
dignity,N,55,0.0001272538869717853,2018
distinction,N,16,6.631931493028542e-05,2018
eliminiation,N,16,6.631931493028542e-05,2018
ethnicity,N,16,6.631931493028542e-05,2018
forecast,N,9,4.561109208830468e-05,2018
origin,N,16,6.631931493028542e-05,2018
racial,A,16,6.631931493028542e-05,2018
beast,N,25,7.567439110653932e-05,2018
wonderland,N,25,7.567439110653932e-05,2018
beat,V,11,5.098376289915971e-05,2018
carpool,N,14,5.2571886294730385e-05,2018
comment,V,12,5.2228120033872695e-05,2018
creature,N,67,0.00013738263095184743,2018
encounter,V,15,5.5602015181522476e-05,2018
endeavour,N,25,8.908359428955184e-05,2018
fashion,N,58,0.0001329866620991536,2018
passenger,N,18,6.191393001267595e-05,2018
rotten,A,8,5.042684915194071e-05,2018
row,N,24,8.170589659109475e-05,2018
tourist,N,24,9.906409401374777e-05,2018
uk,N,8,5.042684915194071e-05,2018
blossom,V,12,5.856936583346956e-05,2018
bud,N,12,5.856936583346956e-05,2018
strength,N,12,5.856936583346956e-05,2018
survivor,N,12,5.856936583346956e-05,2018
bicycle,N,12,5.492405831341398e-05,2018
blower,N,15,5.319960772356935e-05,2018
celebrity,N,14,5.13500297639054e-05,2018
cheap,A,105,0.00021323814201373018,2018
concerned,A,16,5.644365223165424e-05,2018
flower,N,21,6.980067991916368e-05,2018
generate,V,68,0.00012906892197605852,2018
museum,N,92,0.0001707361420852884,2018
outdated,A,10,4.82529712878137e-05,2018
pollinator,N,9,4.657351003529312e-05,2018
quiet,A,6,4.307517893873645e-05,2018
resiliency,N,33,8.28608520490227e-05,2018
self-sufficient,A,42,9.045923056650364e-05,2018
shop,N,11,5.7461423163216935e-05,2018
union,N,23,6.759141864700813e-05,2018
warm,V,66,0.00014946746360153257,2018
buzz,V,2,3.4655603901867294e-05,2018
decimate,V,13,6.0630568479670205e-05,2018
patent,N,30,7.898646190404926e-05,2018
pollinate,V,54,0.00011583830889234237,2018
reading,N,10,4.586117122860916e-05,2018
rescue,N,1,3.317346244347254e-05,2018
improvement,N,36,9.432844100646553e-05,2018
beekeeping,N,2,5.897803772053644e-05,2018
reconnecting,V,2,5.897803772053644e-05,2018
beer,N,25,7.99498631614312e-05,2018
edible,A,19,7.717286161722689e-05,2018
ocean,N,33,8.667108657155914e-05,2018
ring,N,17,7.144653170593337e-05,2018
six-pack,N,7,4.838444766155396e-05,2018
better,V,14,5.2644598469842645e-05,2018
birthday,N,20,6.171045257644936e-05,2018
countdown,N,26,7.501414107054865e-05,2018
creativity,N,53,0.00011403201673147183,2018
duck,N,18,6.378957961953335e-05,2018
fun,N,7,4.6662103284333514e-05,2018
gotta,V,24,7.699055783934799e-05,2018
inventory,N,7,4.6662103284333514e-05,2018
salvage,N,13,5.2344207183250386e-05,2018
start,N,52,0.00011196104765213034,2018
textile,N,8,4.463739293585101e-05,2018
beginning,N,9,4.790105667488919e-05,2018
humble,A,9,4.790105667488919e-05,2018
behold,V,5,4.97046389546439e-05,2018
potato,N,12,7.26252239987901e-05,2018
robust,A,24,6.77138968118916e-05,2018
believable,A,5,3.989617908080809e-05,2018
buck,N,12,5.211554183040231e-05,2018
capable,A,20,6.398462486022395e-05,2018
clown,N,95,0.00017928743142469635,2018
crony,N,14,5.246679606763653e-05,2018
defrost,V,5,3.8844621799780105e-05,2018
everybody,N,23,7.100839301229795e-05,2018
fart,N,11,5.0806062876016826e-05,2018
fixity,N,5,3.9362171185442544e-05,2018
rebuke,V,11,5.0806062876016826e-05,2018
ring,V,32,8.51792943194787e-05,2018
belly,N,12,5.713314064655494e-05,2018
fruit,N,42,0.00011242630244335202,2018
ugly,A,14,6.033400427354245e-05,2018
beloved,A,16,5.6804037259812416e-05,2018
conveyor,N,5,4.874785465258453e-05,2018
current,N,5,4.874785465258453e-05,2018
giant,A,24,9.641004533866951e-05,2018
bemoan,V,5,3.913794906667006e-05,2018
bench,N,16,5.866726875655961e-05,2018
far-reaching,A,9,4.856697733100734e-05,2018
bend,V,16,6.774965731700755e-05,2018
carrot,N,16,6.774965731700755e-05,2018
commercial,N,53,0.00015626885087383478,2018
determinant,N,16,6.774965731700755e-05,2018
govern,V,16,6.774965731700755e-05,2018
policy-business,N,16,6.774965731700755e-05,2018
trajectory,N,26,9.121084296299781e-05,2018
miracle,N,4,4.7487157377177406e-05,2018
precipitation,N,4,4.7487157377177406e-05,2018
benign,A,6,4.6731618062736756e-05,2018
cruelty,N,227,0.00033659769379393577,2018
definite,A,18,5.9426581719126126e-05,2018
describe,V,30,9.362675860969527e-05,2018
export,N,14,5.407494628720018e-05,2018
meat,N,99,0.00019550942402534147,2018
neglect,N,6,4.6731618062736756e-05,2018
tirelessly,R,11,4.753050464798392e-05,2018
veggie,N,18,5.9426581719126126e-05,2018
celcius,N,28,7.541975585987483e-05,2018
distribution,N,32,0.00010472273250594765,2018
massively,R,28,7.541975585987483e-05,2018
program-phase,N,9,5.180235035001949e-05,2018
rehabilitation,N,9,5.180235035001949e-05,2018
bequeath,V,14,5.302356741230857e-05,2018
owe,V,14,5.302356741230857e-05,2018
department,N,69,0.0001460053425393205,2018
dissent,N,16,5.989134291957476e-05,2018
enclosure,N,4,3.732368726656863e-05,2018
exemplify,V,12,5.1552688941711755e-05,2018
expense,N,16,5.989134291957476e-05,2018
impersonation,N,8,5.231733352937313e-05,2018
necessarily,R,6,4.034132165858324e-05,2018
output,N,34,9.456175520830846e-05,2018
permit,V,8,5.231733352937313e-05,2018
recognise,V,43,0.00010279109492811552,2018
rep,N,50,0.00011355540334694443,2018
trace,V,27,7.559192371146825e-05,2018
tribal,A,16,5.989134291957476e-05,2018
weapon,N,27,9.587790222120618e-05,2018
bet,N,5,5.663806162324344e-05,2018
long-shot,N,5,5.663806162324344e-05,2018
mammoth,A,5,5.663806162324344e-05,2018
windmill,N,41,0.00012186925729613899,2018
betray,V,6,8.859939926091049e-05,2018
columbians,N,6,8.859939926091049e-05,2018
handout,N,6,8.859939926091049e-05,2018
betterment,N,12,5.45562730295041e-05,2018
notorious,A,21,7.530617113327627e-05,2018
seafood,N,54,0.0001325591405026024,2018
bogged,V,10,4.715808588375937e-05,2018
boy,N,65,0.00012537286085776683,2018
comfortable,A,55,0.00012723717649020124,2018
condition,V,12,5.232164325470953e-05,2018
correct,V,11,5.2222612874104943e-05,2018
crowd,N,26,7.840026758372834e-05,2018
dairy,N,70,0.00013814739042738595,2018
debt,N,19,6.395971233441071e-05,2018
defendant,N,11,4.891675360093703e-05,2018
divest,V,47,0.00011182359737680746,2018
explanation,N,6,4.089360023225152e-05,2018
flawed,A,9,4.858576352614743e-05,2018
gracious,A,32,7.934227948746701e-05,2018
guilty,A,39,9.659022935765867e-05,2018
halt,V,23,6.738293299805823e-05,2018
host,N,43,0.00010147125337336822,2018
humble,V,40,8.948267739915057e-05,2018
impressive,A,24,7.719079411348866e-05,2018
insure,V,9,4.584803721596815e-05,2018
integrity,N,25,7.304036581918192e-05,2018
judgment,N,18,6.277091965548176e-05,2018
leak,N,16,5.90555333414513e-05,2018
murder,N,29,7.49398406268774e-05,2018
recklessly,R,19,6.395971233441071e-05,2018
signing-off,V,9,4.858576352614743e-05,2018
somebody,N,6,4.006590858083635e-05,2018
strident,A,9,4.7968672522212465e-05,2018
trail,N,27,7.713487999606088e-05,2018
typo,N,11,5.2222612874104943e-05,2018
ultimate,A,19,6.395971233441071e-05,2018
unacceptable,A,45,0.00010216005054166096,2018
bight,N,7,4.486119457386329e-05,2018
mine,N,10,5.038226367492749e-05,2018
bike-sharing,N,8,5.658284084232008e-05,2018
buggy,N,9,4.602620737480494e-05,2018
craze,N,8,5.658284084232008e-05,2018
graveyard,N,8,5.658284084232008e-05,2018
dm,V,27,7.327788771989555e-05,2018
tank,N,34,8.994958306446076e-05,2018
bill,V,42,0.00011094017371656727,2018
chop,V,42,0.00011094017371656727,2018
export,V,50,0.0001262927596602269,2018
laughably,R,42,0.00011094017371656727,2018
left-wing,A,42,0.00011094017371656727,2018
