created_at,id_str,text,truncated,geo,coordinates,place,retweet_count,favourite_count,in_reply_to_status_id_str,in_reply_to_user_id_str,lang
Thu May 17 18:05:12 +0000 2018,997176219958497280,"RT @Refugees: ❤️ On their hardest days.
🧡 On days they flee.
💛 In 1951.
💚 Today.
💙 Tomorrow.
💜 On #IDAHOT
🏳️‍🌈 We stand with LGBTI refugees…",False,,,,0,,,,en
Thu May 17 17:54:47 +0000 2018,997173601668423680,RT @unwomennepal: We are an ally to the LGBTIQ+ community both globally and in #Nepal. Love is love. #alliancesforsolidarity #IDAHOTB2018 #…,False,,,,0,,,,en
Thu May 17 17:51:49 +0000 2018,997172854012694529,RT @ITU: 3 steps to improving the representation of African women in #MachineLearning and #AI https://t.co/hz0rzewhYg #AIforGood https://t.…,False,,,,0,,,,en
Thu May 17 16:35:13 +0000 2018,997153574718181376,Women who run and own businesses are helping us achieve the #globalgoals. Tell your story and win a trip to New York City in September! ✈️🗽 https://t.co/4dlYaatsJ1 @WorldBank @UNDP @Wharton @wbg2030 #SDGsAndHer https://t.co/PKFznvv631,True,,,,111,,,,en
Thu May 17 16:08:56 +0000 2018,997146960535617536,"RT @phumzileunwomen: No to homophobia.
No to transphobia.
No to biphobia. 
No to discrimination.

We, as allies, must #BeThere &amp; uphold hum…",False,,,,0,,,,en
Thu May 17 16:07:19 +0000 2018,997146556137656322,"RT @unwomenpacific: May 17 is International Day Against Homophobia, Transphobia and Biphobia #IDAHOT. Honoured to see #UN agencies raising…",False,,,,0,,,,en
Thu May 17 16:07:06 +0000 2018,997146499246120960,"RT @UNDP: Today is #IDAHOT2018, a day to raise awareness of the #humanrights of #LGBTIQ people. Let’s recommit to the goals of #Agenda2030…",False,,,,0,,,,en
Thu May 17 15:35:11 +0000 2018,997138467036508160,"Today, on Int'l Day Against Homophobia, Transphobia &amp; Biphobia, we celebrate diversity, inclusion &amp; intersectionality, so that no one is left behind &amp; every person enjoys the right to live as their true self: https://t.co/jEQYXx7GTH #IDAHOTB https://t.co/0iwYCGbgPU",True,,,,78,,,,en
Thu May 17 14:35:11 +0000 2018,997123370855600129,"We demand equal rights for all people regardless of sexual orientation or gender expression. Join us &amp; #StandUp4HumanRights every day, everywhere. #IDAHOTB https://t.co/wJEIj5yFHS",True,,,,232,,,,en
Thu May 17 13:05:19 +0000 2018,997100751448104960,"RT @UNESCO: On International Day against Homophobia, Transphobia &amp; Biphobia, learn about the role of education in fighting prejudices and d…",False,,,,0,,,,en
Thu May 17 12:35:09 +0000 2018,997093162819735552,"Speaking up for human rights means defending everyone's rights, regardless of sexuality or what point of the gender spectrum they identify with.

#BeThere for LGBTI people everyday, everywhere. #IDAHOTB https://t.co/HGFZDYIwwp",True,,,,251,,,,en
Thu May 17 11:36:49 +0000 2018,997078480021016583,"RT @free_equal: Being an ally is not something you are, it’s something you do. Learn more about how you can #BeThere for your #LGBTI family…",False,,,,0,,,,en
Thu May 17 10:35:07 +0000 2018,997062954062438400,"Love is love &amp; always worth fighting for. 

On Int'l Day Against Homophobia, Transphobia &amp; Biphobia, get inspired by Sao's story about staying true to yourself &amp; your 💜 in the face of discrimination:  https://t.co/BsthzVp3dG #IDAHOTB https://t.co/ee2rkpzjB2",True,,,,89,,,,en
Thu May 17 08:35:08 +0000 2018,997032761507561474,"All human beings are born free and equal in dignity and rights. 
❤️💛💚💙💜
Stand up &amp; speak out against ALL kinds of discrimination today and every day. #BeThere #IDAHOTB https://t.co/sqdceCRJ8f",True,,,,295,,,,en
Thu May 17 06:00:35 +0000 2018,996993865491066880,"Today is International Day Against Homophobia, Transphobia &amp; Biphobia! 

We stand for policies that recognize diverse families. Are you with us? #BeThere #IDAHOTB https://t.co/YnfNUDF2Uc",True,,,,1507,,,,en
Thu May 17 04:35:05 +0000 2018,996972347004456960,"Sandra Moran is the 1st openly lesbian Congresswoman in 🇬🇹. 
On #IDAHOTB, witness her determination to fight discrimination against #LGBT people until public policy is on EVERYONE's side: https://t.co/BFzxT1UuAY https://t.co/TYrvFK0BGT",True,,,,89,,,,en
Thu May 17 03:05:06 +0000 2018,996949704071155712,"On Int'l Day Against Homophobia, Transphobia &amp; Biphobia, #BeThere for your LGBTI friends, family members, colleagues &amp; neighbors. 

#StandUp4HumanRights &amp; tell the 🌍: Human rights are for everyone - no matter who you are or whom you love!

#IDAHOTB @free_equal https://t.co/K0f036zSem",True,,,,530,,,,en
Thu May 17 02:35:04 +0000 2018,996942147189342208,"She was born assigned a male. When her outer self finally matched her inner truth, @GeenaRocero decided to speak out for others who struggled the way she did.

Join her in &amp; #BeThere to end discrimination against LGBTI people! #IDAHOTB https://t.co/QECJYvIBLn",True,,,,60,,,,en
Thu May 17 01:35:05 +0000 2018,996927050698186754,"Meet Sohini Shoaib, an activist helping women fight systematic forms of oppression like caste &amp; race, and claim their rights: https://t.co/XdM4rLsIKn https://t.co/CpjQXxTm1o",True,,,,33,,,,en
Wed May 16 23:15:11 +0000 2018,996891844373045249,"RT @unwomenarabic: Open call: We're looking for #HandicraftWomen in rural #Lebanon to be part of @SheMinLebnen, which aims to link skilled…",False,,,,0,,,,en
Wed May 16 22:35:07 +0000 2018,996881761459167232,"Mark it in your calendars 🗓️
The Global Media Forum, hosted by @DeutscheWelle is June 11-13!  This year, 2,000 participants will come together in Bonn, Germany to discuss various topics under the theme of 'Global Inequalities'. 
🔜Stay tuned!
https://t.co/56HEvOP2ht v @DW_GMF https://t.co/PxmXWEP8XJ",True,,,,25,,,,en
Wed May 16 21:35:07 +0000 2018,996866662178676743,"The Tungurahua province of Ecuador has one of the highest rates of violence in the country. Learn how @ACDemocraciaEc,  a grantee of the @UNTrustFundEVAW is working to change this: https://t.co/stXYsjcapi",True,,,,15,,,,en
Wed May 16 21:30:06 +0000 2018,996865397617020931,"RT @UN_CSW: Drumroll, please!
🥁🥁🥁🥁🥁🥁🥁
The #CSW63 Priority theme is now live.
Next year, the Commission will focus on social protection syst…",False,,,,0,,,,en
Wed May 16 19:35:10 +0000 2018,996836473855979520,"#FamilyPlanning was proclaimed a human right 50 years ago, but what exactly does it entail? @UNFPA explains: https://t.co/nzXlEPbQqr #FP50 https://t.co/3z2D2yoOYB",True,,,,126,,,,en
Wed May 16 16:35:15 +0000 2018,996791195769729026,"On Int'l Day of Living Together in Peace &amp; every day, let's take action against gender bias &amp; discrimination! #Planet5050 https://t.co/YErql5vJJU",True,,,,122,,,,en
Wed May 16 14:35:11 +0000 2018,996760982335770625,"Male council members were against the inclusion of Lyop to sit in the Traditional Council because they believed it was taboo for a woman. 

See how she is teaching others in her community about living together in peace: https://t.co/KVkjracGIs https://t.co/k9cRNbQDd6",True,,,,34,,,,en
Wed May 16 14:11:37 +0000 2018,996755051388555267,"RT @UNHumanRights: The task of learning to live together, in equality and justice, is humanity's oldest &amp; most essential challenge.  United…",False,,,,0,,,,en
Wed May 16 13:35:10 +0000 2018,996745876306579456,"Around the 🌍, women are saying #MeToo, no longer willing to suffer sexual harassment in silence.

On Int'l Day of Living Together in Peace, see what happened when men also stopped being silent bystanders:
https://t.co/RdrPwJwee0",True,,,,112,,,,en
Wed May 16 12:42:26 +0000 2018,996732605612601344,"RT @UN: On Wednesday's Int'l Day of Living Together in Peace &amp; every day, help us promote peace, tolerance, inclusion, understanding &amp; soli…",False,,,,0,,,,en
Wed May 16 12:42:16 +0000 2018,996732562910433280,"RT @UNFPA: As we mark the 50th anniversary of #familyplanning as a human right, our Executive Director @Atayeshe calls on us to ""work toget…",False,,,,0,,,,en
Wed May 16 10:35:08 +0000 2018,996700570936397824,"Today is Int'l Day of Living Together in Peace!

We are all human beings, regardless of our differences, gender or sexual orientation.  Let's work together for a more peaceful 🌍🕊️! https://t.co/ao9okrvHqa",True,,,,81,,,,en
Wed May 16 07:35:06 +0000 2018,996655264492347393,"Whoever you are, wherever you live, however you identify yourself, your voice matters. Let's speak up together for a more peaceful &amp; just world. https://t.co/dfCV1K6iy4",True,,,,279,,,,en
Wed May 16 04:35:05 +0000 2018,996609963178057728,"“It was me who didn’t know how to treat others.""

On Int'l Day of Living Together in Peace, see how this 🚕 driver learned to respect women &amp; now works to create safe public spaces for ALL: https://t.co/5wgGchVGin https://t.co/GSNv5FmCib",True,,,,55,,,,en
Wed May 16 02:35:04 +0000 2018,996579759365730304,"🕊️Happy Int'l Day of Living Together in Peace🕊️

See what happens when women &amp; men work together to turn the tide on rising extremism &amp; build a more peaceful community: https://t.co/yrQschXf0k",True,,,,117,,,,en
Wed May 16 00:35:07 +0000 2018,996549572733358080,"See how this activist from India helps labourers &amp; farmers—especially those from oppressed castes, genders &amp; communities, to fight for their rights and entitlements:
https://t.co/82ukghLAwc",True,,,,43,,,,en
Wed May 16 00:04:00 +0000 2018,996541740810043392,"#TimesUp on workplace harassment. 
@PadmaLakshmi during #2018WEPsForum. Learn more via @WEPrinciples here: https://t.co/8nI7lOuQT7 https://t.co/yw7aoXmzB2",True,,,,48,,,,en
Tue May 15 22:35:00 +0000 2018,996519342975209473,"We are so honoured to have been selected for the #Webbys! 

Our 5-word speech was delivered by our own @JayaJiwatram &amp; @emkenney + @J_RapidResponse's @_hannahdunphy
🎥: @TheWebbyAwards https://t.co/7fJPxFmbOB",True,,,,29,,,,en
Tue May 15 21:09:56 +0000 2018,996497936119943170,RT @J_RapidResponse: We had a great time celebrating all-things internet with the @TheWebbyAwards! Our 5-word #Webbys speech was delivered…,False,,,,0,,,,en
Tue May 15 20:06:47 +0000 2018,996482042643836929,"RT @unwomen_pak: #Planet5050
Private sector's role in stepping up for gender equality and women's empowerment is a turning point in the mov…",False,,,,0,,,,en
Tue May 15 19:35:10 +0000 2018,996474084547588098,"The availability of affordable and quality care services is key to women’s economic empowerment &amp; their family’s well being 🤱

See how families in Uruguay are benefiting under the new law: https://t.co/d3mzyfrsWO #DayofFamilies",True,,,,54,,,,en
Tue May 15 18:51:23 +0000 2018,996463067478323202,"It's high time that policies catch up with processes of social change: we need dynamic policies that are responsive to the needs of real-world families. 

Find out more: https://t.co/91TZ59HSkD #DayofFamilies https://t.co/WggMrsYDxr",True,,,,80,,,,en
Tue May 15 18:26:37 +0000 2018,996456833677225986,"RT @UNFPA: Like access to clean drinking water, adequate sanitation and a minimum standard of health care, access to #familyplanning is a #…",False,,,,0,,,,en
Tue May 15 18:26:37 +0000 2018,996456833677225986,"RT @UNFPA: Like access to clean drinking water, adequate sanitation and a minimum standard of health care, access to #familyplanning is a #…",False,,,,0,,,,en
Tue May 15 18:25:05 +0000 2018,996456447876763649,"RT @unwomeneca: In a recent survey, 52% of Moldovans said they thought it was inappropriate for a man to stay at home and take of children.…",False,,,,0,,,,en
Tue May 15 16:35:14 +0000 2018,996428803177111553,"Reforms in laws are necessary for all family households, so that daughters and sons have = rights. https://t.co/0Gr5DK5jBI #DayofFamilies #GlobalGoals https://t.co/Zo9xRi6qoa",True,,,,52,,,,en
Tue May 15 15:07:54 +0000 2018,996406827117051904,"RT @unwomeneca: Most family laws in #CentralAsia ensure equal rights to common property of spouses in case of divorce. 
But they don't prot…",False,,,,0,,,,en
Tue May 15 14:20:26 +0000 2018,996394882972508160,"RT @TheGlobalGoals: Wise words from @AminaJMohammed. On International #DayofFamilies, we celebrate compassionate, peaceful and inclusive so…",False,,,,0,,,,en
Tue May 15 13:35:12 +0000 2018,996383499509751808,"We must protect women’s rights within families! When women migrate, in some countries they may be unable to seek work independently or to report abusive husbands or partners. https://t.co/UQ8udj7jFb #DayofFamilies https://t.co/e0GBS3fvoj",True,,,,50,,,,en
Tue May 15 12:36:51 +0000 2018,996368815813529600,"RT @free_equal: Families come in all shapes and sizes – and today we’re celebrating them all! Happy #InternationalFamiliesDay! 

#AllFamili…",False,,,,0,,,,en
Tue May 15 11:18:42 +0000 2018,996349146272616448,"RT @phumzileunwomen: On  the  International  #DayofFamilies,  we  advocate  for  the  equal  rights  of  all  families  and  family  member…",False,,,,0,,,,en
Tue May 15 10:35:08 +0000 2018,996338184211652608,"Why do we continue to undervalue fathers and overburden mothers? 

On #DayofFamilies, hear what our Goodwill Ambassador, Anne Hathaway has to say about paid parental leave: https://t.co/McH5ptIIKt https://t.co/0SyOMMUhE9",True,,,,218,,,,en
Tue May 15 07:35:06 +0000 2018,996292874252771328,"On #DayofFamilies, set an example and share the load in your household 🏘️https://t.co/Qe8eiJcs19 https://t.co/x8go77m4uR",False,,,,86,,,,en
Tue May 15 04:35:05 +0000 2018,996247573970194432,"Happy International #DayofFamilies! 💛

No matter how big or small your family may be, let’s celebrate the love, care, and support they can provide. https://t.co/PLworaIwOy",True,,,,112,,,,en
Tue May 15 01:35:04 +0000 2018,996202268948123648,"The @UN has reached gender parity among nominated Resident Coordinators- senior positions across the 🌎. 
Thanks @antonioguterres for your commitment to achieve gender equality!
https://t.co/CquPTXXzJo",True,,,,203,,,,en
Tue May 15 00:00:45 +0000 2018,996178537018257408,"RT @unwomenasia: One survivor of domestic violence in Afghanistan from our Women’s Protection Centre tells how she was able to heal, regain…",False,,,,0,,,,en
Mon May 14 22:35:08 +0000 2018,996156989045706752,"Students across Bangladesh are saying #MeToo &amp; speaking out against sexual harassment. To support them, we are working with universities to set up safe spaces &amp; on-campus mechanisms:  https://t.co/kVRjxbryk8",True,,,,55,,,,en
Mon May 14 19:35:13 +0000 2018,996111713077465088,"Female genital mutilation causes many health risks, as well as physical and emotional pain. Let’s #EndFGM!

Get your facts: https://t.co/1ORu5TxHB0 https://t.co/sjaCNkScAQ",True,,,,147,,,,en
Mon May 14 19:35:08 +0000 2018,996111692345077761,"On #MentalHealthAwarenessWeek, meet Emm Ali, a Syrian refugee living in the @ZaatariCamp.

Ali came to the Oasis with severe depression and slowly recovered through counseling and by participating in our cash-for-work programme: https://t.co/SPfAa8Hy5E",True,,,,23,,,,en
Mon May 14 17:37:44 +0000 2018,996082146484908039,"RT @europeaid: Phumzile Mlambo-Ngcuka, head of @UN_Women, has broken more than one glass ceiling throughout her career in her fight for gen…",False,,,,0,,,,en
Mon May 14 15:22:00 +0000 2018,996047988337364992,"RT @UNFPA: 50 years ago, the world declared #familyplanning as a human right. Today, this right is under attack. 

Visit https://t.co/Y575F…",False,,,,0,,,,en
Mon May 14 15:21:06 +0000 2018,996047759764606980,"RT @unwomenpacific: Celebrating Aileen from #Vanuatu, who doesn’t let #disability get in her way. She has set up her own sewing business to…",False,,,,0,,,,en
Mon May 14 15:01:37 +0000 2018,996042859655651328,"RT @TR_Foundation: Women and men are different in what they need from city living, experts say @anastasiabogota reports | @UNHABITAT @UN_Wo…",False,,,,0,,,,en
Mon May 14 13:35:10 +0000 2018,996021103364657153,Our Goodwill Ambassadors Anne Hathaway &amp; @JahaENDFGM are among activist moms who speak up &amp; take action to make this 🌍 a better place for their children &amp; us all: https://t.co/C1MM0g3s28,True,,,,54,,,,en
Mon May 14 10:35:07 +0000 2018,995975792336277505,"Want to fight gender bias? Avoid gender-specific nouns!

e.g.: Instead of saying ""mankind"", you can say ""humankind""🙌
ℹ️https://t.co/E8DDBW6ro1 https://t.co/wH9nVK3Jhs",True,,,,273,,,,en
Mon May 14 07:35:07 +0000 2018,995930492536086528,"Violence against women
Maternal deaths
Child marriage
Infections
Hunger
Malnutrition
Illegal land grabbing
Poverty

These are just some consequences brought by effects of #climatechange. Find out more: https://t.co/SLtWSHq1hZ https://t.co/jMBecuGHxq",True,,,,246,,,,en
Mon May 14 04:35:04 +0000 2018,995885181239201793,"""The idea that sexism &amp; misogyny in online spaces is psychological violence against women must gain widespread acceptance among lawmakers &amp; law enforcement institutions.”
https://t.co/KX46Af97BN",True,,,,218,,,,en
Mon May 14 01:35:03 +0000 2018,995839879622856704,"No woman or girl should be left behind in the delivery of justice.
We partnered up w/ @UNDP @UNODC &amp; @UNHumanRights to launch the practitioner’s toolkit that provides guidance on women’s access to justice programming  🛠️🚺: https://t.co/KCDeggPLSZ",True,,,,200,,,,en
Sun May 13 22:35:05 +0000 2018,995794586776821760,"Irinea lost her daughter to femicide/feminicide — gender-based killings of women. 

Ever since that day, she has fought for justice for her daughter.

This #MothersDay, share her story &amp; make her voice heard: https://t.co/cidLIf9sKU",True,,,,111,,,,en
Sun May 13 19:01:30 +0000 2018,995740840420143104,"Along with @UNFPA &amp; the @UN Office of the Special Adviser on Africa, we join the people of #Sudan who are appealing for clemency in the case of teen bride &amp; rape survivor Noura Hussein. #JusticeForNoura 
https://t.co/qJI8gbiNX6",True,,,,292,,,,en
Sun May 13 16:35:08 +0000 2018,995704004452765697,"Change starts at home with moms at the front lines,  creating a better future for us all. On #MothersDay, meet 5 of them who are advocating for women’s rights &amp; equality: 
https://t.co/l0vRgo1cje",True,,,,151,,,,en
Sun May 13 13:35:11 +0000 2018,995658716098777088,"To ensure her daughter never has to say #MeToo, @PadmaLakshmi teaches her about bodily autonomy &amp; rights.

On #MothersDay, share how you're raising your daughter/son to become the generation that ends violence against women! https://t.co/56gP17CoVJ",True,,,,356,,,,en
Sun May 13 10:35:05 +0000 2018,995613396383956992,Here's some advice from a feminist mum on #MothersDay: https://t.co/Kic5Fz7mlG,False,,,,157,,,,en
Sun May 13 09:05:05 +0000 2018,995590746433638401,"They teach their sons about equality, empower their daughters to defy stereotypes, shape our worldviews &amp; the next generation of our societies.

5 activist moms who inspire us:
https://t.co/CiYEND4X7S",True,,,,473,,,,en
Sun May 13 07:35:04 +0000 2018,995568089713598464,"On #MothersDay, join us as we call for paid parental leave. It's is good for everyone: families, companies &amp; societies. Let’s make it happen! https://t.co/iuheWQLQM7",True,,,,252,,,,en
Sun May 13 04:35:03 +0000 2018,995522789565259776,"Happy #MothersDay🎊

Here's to all moms who are speaking up &amp; taking action to create a better future for us all!

Get to know activist moms like @JahaENDFGM here: https://t.co/QjqFdDQuns https://t.co/TgvN6ADOaE",True,,,,136,,,,en
Sun May 13 03:15:05 +0000 2018,995502663419744256,"As #MothersDay approaches, meet 5 activist moms at the front lines of change: https://t.co/fruXlh4E1D",False,,,,87,,,,en
Sun May 13 01:35:05 +0000 2018,995477498472345601,"Women care about a fair share of the load. On #MothersDay, spread the word:

Policies that help men become engaged parents &amp; share the unpaid care work benefit the entire family. https://t.co/eDvounM8Fz",True,,,,120,,,,en
Sun May 13 00:05:05 +0000 2018,995454849201340417,"Having her daughter was the spark that made her speak out to end female genital mutilation (FGM). On #MothersDay, meet our Goodwill Ambassador@JahaENDFGM  https://t.co/DyfT8AcCOO",True,,,,143,,,,en
Sat May 12 22:35:08 +0000 2018,995432212949536770,"This month, as dozens of countries observe #MothersDay, join @UNFPA in celebrating the #FirstMoments on the journey to motherhood: https://t.co/f3AOMA3zRJ https://t.co/oyAO5dGmjJ",True,,,,55,,,,en
Sat May 12 22:23:31 +0000 2018,995429291767812096,"RT @UNFPA: “Follow your dreams and become whatever you want to be.” 

Catarina Furtado, @UNFPA Goodwill Ambassador and one of this year’s @…",False,,,,0,,,,en
Sat May 12 22:05:08 +0000 2018,995424661331742724,"We want more films:
✍️written by women
🎬directed by women
📽️produced by women
👷‍♀️featuring women
🎞️about women

#TimesUp on discrimination. 
We want a gender-equal media industry! #Cannes2018 https://t.co/F35vAYXIdY",True,,,,767,,,,en
Sat May 12 20:21:58 +0000 2018,995398699206537218,"RT @Festival_Cannes: Moving, historic, 82 women from all countries and professions in cinema have just made the red carpet entrance for LES…",False,,,,0,,,,en
Sat May 12 19:36:00 +0000 2018,995387132079325184,It's on all of us to create a culture that stops equating aggression with masculinity. https://t.co/jepGXdWnae,False,,,,175,,,,en
Sat May 12 19:02:17 +0000 2018,995378646360739840,"We support the plea for clemency for teen bride and rape survivor Noura Hussein.

Take action &amp; sign the petition to demand #JusticeForNoura:
https://t.co/2N4rlfNHNp",True,,,,806,,,,en
Sat May 12 18:56:12 +0000 2018,995377115716517893,RT @phumzileunwomen: Our SG António Guterres is appealing for clemency and we are behind him Join us.. https://t.co/TsXJzIFlL4,False,,,,0,,,,en
Sat May 12 17:07:54 +0000 2018,995349860504293376,"We demand justice for teen bride and rape survivor Noura Hussein.

#TimesUp on child marriage &amp; violence against women.

#TimeIsNow to #SpotlightEndViolence.

RT &amp; speak up! #JusticeForNoura

ℹ️https://t.co/SMTxm8tWf6  #HerStoryOurStory @europeaid @Spotlight_VAWG https://t.co/XBPFMeWG1E",True,,,,194,,,,en
Sat May 12 16:44:50 +0000 2018,995344055348449280,RT @Purna_UNW: #Rape and #childmarriage bring terror and prompt desperate acts of self defence. #clemency is appropriate in this case #nour…,False,,,,0,,,,en
Sat May 12 16:35:07 +0000 2018,995341611675594752,"Are you a young feminist activist?
A gender equality superhero?
A leader of tomorrow?

Apply for the #MillenniumFellowship and take your social impact to the next level: https://t.co/mdlFcvBgsF v @ImpactUN 

 https://t.co/gZznsZIZsU",True,,,,141,,,,en
Sat May 12 15:57:50 +0000 2018,995332229369917441,"We support the plea of @UN Secretary-General, @antonioguterres for clemency for teen bride and rape survivor Noura Hussein.

Join us!

@TaranaBurke @JahaENDFGM @MonicaRamirezDC @EmmaWatson https://t.co/dAkFHHHNJL",True,,,,132,,,,en
Sat May 12 15:15:11 +0000 2018,995321496343113729,"Ready for #MothersDay? 

Meet 5 activist moms who inspire us: https://t.co/DK6vtPKs31 https://t.co/s391eG0QHr",False,,,,62,,,,en
Sat May 12 13:35:08 +0000 2018,995296315646111744,"Meet Reem El-Dabbagh, from Gaza, Palestine. She is currently developing an app that will provide online services for survivors of gender-based violence:
https://t.co/Jz9N9sJDd6",True,,,,93,,,,en
Sat May 12 10:35:05 +0000 2018,995251005725036544,"✊Raise your voice
✊Support one another
✊Share the workload
✊Get involved
✊Educate the next generation
✊Know your rights
✊Join the conversation
✊Give to the cause

8 ways you can be a women’s rights advocate every day:  https://t.co/BcAStAGW5q https://t.co/qV7s2xIemI",True,,,,407,,,,en
Sat May 12 07:35:06 +0000 2018,995205711121518592,"Female genital mutilation causes many health risks, as well as physical and emotional pain. Let’s end it! https://t.co/1ORu5TxHB0  #endFGM https://t.co/RMust5zme1",True,,,,155,,,,en
Sat May 12 04:35:03 +0000 2018,995160403087908864,"📢 To all Youth in Southeast Asia ! 25 #ASEAN SDG champions 🧡 will be selected as @MYWorld2030 Advocates &amp; help the @UN make citizen’s voices matter.

Apply now to join the 🌏💪to end poverty, inequalities &amp; fight climate change! https://t.co/GJDN5kXTUw #Act4SDGs #By2030 https://t.co/wIPcyLhMWe",True,,,,31,,,,en
Sat May 12 03:00:01 +0000 2018,995136483278258177,No one should be treated unfairly because of their gender. https://t.co/drJwQU07KE,False,,,,789,,,,en
Sat May 12 01:35:04 +0000 2018,995115109050736640,"""Many times, people think girls can't do anything, but I did what I wanted &amp; excelled in it."" - Lata Banu, garment worker in Bangladesh.

Here's how @unwomenasia helped her achieve her goals: 
https://t.co/C0YAyoK7WO",True,,,,37,,,,en
Sat May 12 00:25:10 +0000 2018,995097516474585090,RT @WorldBank: How are you helping to achieve the global #SDGs? #SDGsAndHer asks women micro-entrepreneurs to show how their business promo…,False,,,,0,,,,en
Fri May 11 22:35:09 +0000 2018,995069827646722048,"Catching #RBGMovie this weekend? Here are some words of wisdom from Ruth Bader Ginsburg, who continues to fight for women's rights on &amp; off the court: https://t.co/0T8tGIvXli",True,,,,141,,,,en
Fri May 11 19:35:11 +0000 2018,995024539301146625,"""The media can promote gender equality by highlighting gender stereotypes and gender prejudices and spreading awareness. They have a huge responsibility.""
https://t.co/KYn5yNp024",True,,,,122,,,,en
Fri May 11 18:41:15 +0000 2018,995010967951040512,"As many around the 🌍 celebrate #MothersDay this week, meet activist moms who are fighting the good fight for women’s rights &amp; equality for all👇
https://t.co/CiYEND4X7S",True,,,,194,,,,en
Fri May 11 16:35:10 +0000 2018,994979238745968642,We all have a part to play to end gender-based cyber violence. See how Nandini Chami is taking action: https://t.co/yC2fS78q6a https://t.co/nzbfJv7mHO,True,,,,53,,,,en
Fri May 11 14:35:09 +0000 2018,994949035239886848,"Human Rights Activist.
Nobel Peace Prize laureate.
Indigenous woman.
Feminist. 

#FridayFeeling from @RigobertMenchu! https://t.co/RlLaEYUdrf",True,,,,142,,,,en
Fri May 11 14:28:16 +0000 2018,994947301327163392,RT @unwomeneca: The #TransitionalJustice Resource Center will establish necessary conditions for reconciliation in Kosovo. https://t.co/Hdo…,False,,,,0,,,,en
Fri May 11 14:28:06 +0000 2018,994947257702277120,"RT @unwomeneca: ""Sustainable peace can only be achieved through education and investment in the young generation.""-@atifetejahjaga at the l…",False,,,,0,,,,en
Fri May 11 13:35:00 +0000 2018,994933896084156417,15 May is Int’l #DayofFamilies! Join us in celebrating families in all their diversity. https://t.co/ikJp437rT1,False,,,,100,,,,en
Fri May 11 12:39:41 +0000 2018,994919974811656192,"RT @unwomenasia: With support from @dfat , the @ASEAN Secretariat partnered with @UN_Women to strengthen the capacity of ASEAN Member State…",False,,,,0,,,,en
Fri May 11 12:39:30 +0000 2018,994919928007413761,"RT @unwomenarabic: Mariam Farghal is a Syrian refugee, enrolled in @UN_Women’s cash-for-work programme. Recently, she met #Japan’s ‘First L…",False,,,,0,,,,en
Fri May 11 10:35:07 +0000 2018,994888627267211265,"Gender-based violence manifests itself physically, sexually and psychologically. #TimesUp for all its forms.

Get your facts: https://t.co/1ORu5TxHB0 https://t.co/k3qm191rVa",True,,,,458,,,,en
Fri May 11 07:35:04 +0000 2018,994843317727911936,"Women's Rights = LGBTQI Rights = Human Rights

Human Rights are for everyone – no matter who you are or whom you love!
❤️🧡💛💚💙💜 #StandUp4HumanRights https://t.co/pOdwyAA3wj",True,,,,200,,,,en
Fri May 11 04:35:03 +0000 2018,994798013326520321,What does gender equality mean to YOU? https://t.co/vIhborBLmf,False,,,,270,,,,en
Fri May 11 01:35:04 +0000 2018,994752721084444673,"You're invited!

What?
➡️ The UN Women Training Centre open webinar on Gender Responsive Budgeting

When?
➡️ 15 May 2018  8:00 AM New York Time. 

Where?
➡️ Register here: https://t.co/5GMZGUq3Wq 
#unwomenTC

📷: UN Women/ Leire Arteach https://t.co/oCHocepYES",True,,,,49,,,,en
Thu May 10 22:35:07 +0000 2018,994707431128207361,Come to New York to show how your women-owned &amp; led micro-business is helping achieve the #globalgoals. The #SDGsAndHer competition wants your impact stories: https://t.co/rRzEFpH3br  @UNDP @Wharton @wbg2030 https://t.co/rTNN341DAR,True,,,,21,,,,en
Thu May 10 21:00:23 +0000 2018,994683593724190721,"Congrats to @JahaENDFGM, our @unwomenafrica Goodwill Ambassador, who just graduated with a master's degree! 🎓🎉👏 
https://t.co/ZbatihAjJF",False,,,,23,,,,en
Thu May 10 19:35:11 +0000 2018,994662153012613120,"Women who depend on forests for their livelihoods are being negatively affected by the effects of climate change.

As #UNForests Forum continues, find out how we're building climate resilience: 
https://t.co/ELQ6L8fNel",True,,,,38,,,,en
Thu May 10 19:31:58 +0000 2018,994661340475219971,"RT @unwomenafrica: To reach the Africa we want, we must position gender better in the African Union and accelerate gender equality in Afric…",False,,,,0,,,,en
Thu May 10 19:31:43 +0000 2018,994661280429551617,"RT @UNFPA: “They saved my life and my baby.”

Om safely delivered her daughter Sham with the help of a UNFPA-supported mobile medical team.…",False,,,,0,,,,en
Thu May 10 17:11:24 +0000 2018,994625968315781121,RT @unwomenasia: Sweden committed USD 9.6 million to a project aimed at enhancing access to justice for women in Asia and the Pacific: http…,False,,,,0,,,,en
Thu May 10 16:35:08 +0000 2018,994616841640214528,"Contrary to perceptions, ICT is a popular subject for girls to study in Gaza, Palestine. Here's why: 
https://t.co/Jz9N9sJDd6",False,,,,29,,,,en
Thu May 10 16:01:53 +0000 2018,994608472527441925,RT @WFP: Women are key to achieving our goal of a #ZeroHunger world. See how WFP helps empower women in Sudan. https://t.co/kf1rVEucIh,False,,,,0,,,,en
