node_x,node_y,weight,year
42,2522,1,2017
44,20,1,2017
44,213,1,2017
44,228,1,2017
44,276,2,2017
44,417,2,2017
44,529,2,2017
44,661,1,2017
44,858,1,2017
44,1125,1,2017
44,1141,2,2017
44,1343,1,2017
44,1460,2,2017
44,2000,1,2017
44,2145,1,2017
44,2287,1,2017
44,2296,2,2017
44,2466,1,2017
44,2482,1,2017
44,2529,1,2017
46,661,1,2017
46,766,1,2017
46,1116,1,2017
46,1376,1,2017
46,1747,1,2017
46,1995,1,2017
47,98,1,2017
47,229,1,2017
47,730,1,2017
47,766,1,2017
47,1144,1,2017
47,1481,1,2017
47,1799,1,2017
47,2185,1,2017
49,38,1,2017
49,375,2,2017
49,483,1,2017
49,705,2,2017
49,942,2,2017
49,950,2,2017
49,1451,1,2017
49,1623,1,2017
49,1646,1,2017
49,1755,1,2017
49,1875,1,2017
49,1915,2,2017
49,1953,1,2017
49,2054,1,2017
49,2171,1,2017
49,2257,1,2017
49,2315,1,2017
49,2451,1,2017
49,2462,1,2017
49,2475,1,2017
49,2512,2,2017
49,2515,2,2017
49,2523,2,2017
50,445,1,2017
50,479,1,2017
50,572,1,2017
50,600,1,2017
50,752,1,2017
50,833,1,2017
50,963,2,2017
50,1116,1,2017
50,1124,2,2017
50,1134,1,2017
50,1207,2,2017
50,1209,1,2017
50,1277,1,2017
50,1298,1,2017
50,1399,1,2017
50,1460,1,2017
50,1478,1,2017
50,1578,1,2017
50,1678,1,2017
50,1736,1,2017
50,1780,1,2017
50,1900,1,2017
50,1958,1,2017
50,1995,1,2017
50,2042,1,2017
50,2054,1,2017
50,2144,1,2017
50,2188,1,2017
50,2257,1,2017
50,2282,1,2017
50,2409,1,2017
50,2443,1,2017
50,2451,2,2017
50,2462,1,2017
50,2482,2,2017
50,2512,3,2017
50,2515,1,2017
50,2522,1,2017
51,242,2,2017
51,417,1,2017
51,722,1,2017
51,1921,1,2017
51,2045,1,2017
51,2228,1,2017
51,2494,1,2017
54,349,1,2017
54,659,1,2017
54,661,1,2017
54,1777,1,2017
55,438,1,2017
55,509,1,2017
55,564,1,2017
55,977,1,2017
55,1256,1,2017
55,1925,1,2017
55,2015,1,2017
55,2046,1,2017
55,2451,1,2017
55,2512,1,2017
56,117,1,2017
56,1214,1,2017
56,1623,1,2017
56,1958,1,2017
56,2426,1,2017
59,127,1,2017
59,627,1,2017
59,673,1,2017
59,709,1,2017
59,732,1,2017
59,766,2,2017
59,782,1,2017
59,950,2,2017
59,1236,1,2017
59,1260,1,2017
59,1262,1,2017
59,1353,1,2017
59,1599,1,2017
59,1602,1,2017
59,1638,1,2017
59,1740,1,2017
59,1958,1,2017
59,2139,1,2017
59,2292,1,2017
59,2365,1,2017
59,2482,1,2017
59,2522,1,2017
59,2530,1,2017
60,635,1,2017
60,1280,1,2017
60,1767,1,2017
60,2023,1,2017
60,2426,1,2017
60,2482,1,2017
60,2512,1,2017
61,89,1,2017
61,256,1,2017
61,341,1,2017
61,392,1,2017
61,1018,1,2017
61,2185,1,2017
61,2429,1,2017
62,973,1,2017
62,2526,1,2017
64,1019,1,2017
64,1528,1,2017
64,2025,1,2017
64,2171,1,2017
64,2190,1,2017
66,118,1,2017
66,222,1,2017
66,229,1,2017
66,244,1,2017
66,413,1,2017
66,419,1,2017
66,719,1,2017
66,766,1,2017
66,771,1,2017
66,789,1,2017
66,951,1,2017
66,1144,3,2017
66,1147,1,2017
66,1158,1,2017
66,1242,1,2017
66,1255,1,2017
66,1423,1,2017
66,1696,2,2017
66,1706,1,2017
66,1767,1,2017
66,1887,1,2017
66,1968,1,2017
66,2185,4,2017
66,2256,1,2017
66,2278,1,2017
66,2429,1,2017
66,2462,1,2017
66,2482,2,2017
67,917,1,2017
67,982,1,2017
67,1192,1,2017
67,1777,1,2017
67,1783,1,2017
67,2054,1,2017
67,2135,1,2017
67,2236,1,2017
67,2240,1,2017
67,2451,1,2017
69,228,1,2017
69,270,1,2017
69,1539,1,2017
69,1958,1,2017
69,2251,1,2017
69,2426,1,2017
71,223,1,2017
71,417,1,2017
71,712,1,2017
71,909,1,2017
71,1124,1,2017
71,1662,1,2017
71,1939,1,2017
71,2204,1,2017
71,2482,1,2017
72,245,1,2017
72,316,1,2017
72,1173,1,2017
72,1214,1,2017
72,1320,1,2017
72,1554,1,2017
72,1559,1,2017
72,2054,1,2017
72,2426,1,2017
72,2482,1,2017
72,2500,1,2017
73,185,1,2017
73,417,1,2017
73,1141,1,2017
73,1958,1,2017
73,2482,1,2017
73,2512,1,2017
75,37,1,2017
75,137,1,2017
75,180,1,2017
75,311,1,2017
75,341,1,2017
75,426,1,2017
75,618,1,2017
75,644,1,2017
75,656,1,2017
75,942,1,2017
75,950,1,2017
75,1074,1,2017
75,1124,1,2017
75,1183,1,2017
75,1358,1,2017
75,1359,1,2017
75,1370,1,2017
75,1460,1,2017
75,1478,1,2017
75,1588,1,2017
75,1687,1,2017
75,1939,1,2017
75,2021,1,2017
75,2204,1,2017
75,2258,1,2017
75,2298,1,2017
75,2448,1,2017
75,2481,1,2017
75,2482,1,2017
75,2512,5,2017
75,2522,1,2017
75,2529,3,2017
76,180,1,2017
76,214,1,2017
76,1095,1,2017
76,1141,1,2017
76,1478,1,2017
76,1539,1,2017
76,1958,1,2017
76,2512,1,2017
80,1399,1,2017
80,1590,1,2017
80,2231,1,2017
80,2258,1,2017
80,2512,1,2017
81,524,1,2017
81,885,1,2017
81,1493,1,2017
81,2065,1,2017
81,2512,1,2017
82,644,1,2017
83,106,4,2017
83,214,4,2017
83,349,2,2017
83,546,4,2017
83,625,1,2017
83,957,4,2017
83,961,4,2017
83,970,4,2017
83,1005,4,2017
83,1460,1,2017
83,1474,1,2017
83,1685,1,2017
84,104,1,2017
84,509,1,2017
84,638,1,2017
84,724,1,2017
84,963,1,2017
84,1030,1,2017
84,1314,1,2017
84,1369,1,2017
84,1783,1,2017
84,2102,1,2017
84,2469,1,2017
84,2482,1,2017
84,2512,1,2017
85,31,1,2017
85,326,1,2017
85,327,1,2017
85,585,1,2017
85,637,1,2017
85,730,1,2017
85,766,1,2017
85,804,2,2017
85,965,1,2017
85,1011,1,2017
85,1293,1,2017
85,1314,1,2017
85,1488,1,2017
85,1504,1,2017
85,1724,1,2017
85,1740,1,2017
85,1805,2,2017
85,1968,1,2017
85,2020,1,2017
85,2046,1,2017
85,2308,1,2017
85,2482,1,2017
85,2489,1,2017
85,2512,1,2017
86,37,1,2017
86,104,1,2017
86,214,2,2017
86,370,1,2017
86,417,2,2017
86,445,1,2017
86,529,1,2017
86,553,1,2017
86,729,1,2017
86,963,1,2017
86,970,1,2017
86,998,1,2017
86,1309,1,2017
86,1331,1,2017
86,1488,1,2017
86,1667,1,2017
86,1708,1,2017
86,1733,1,2017
86,1968,1,2017
86,2208,1,2017
86,2292,1,2017
86,2296,1,2017
86,2443,1,2017
86,2451,1,2017
86,2465,1,2017
86,2470,1,2017
86,2482,1,2017
86,2512,3,2017
89,9,1,2017
89,61,1,2017
89,254,1,2017
89,256,1,2017
89,339,1,2017
89,341,1,2017
89,392,1,2017
89,509,1,2017
89,553,1,2017
89,586,1,2017
89,600,3,2017
89,643,1,2017
89,709,1,2017
89,766,1,2017
89,963,1,2017
89,973,1,2017
89,1014,1,2017
89,1018,1,2017
89,1209,1,2017
89,1256,1,2017
89,1285,1,2017
89,1292,1,2017
89,1368,1,2017
89,1443,1,2017
89,1460,1,2017
89,1478,1,2017
89,1529,1,2017
89,1623,1,2017
89,1713,1,2017
89,1771,1,2017
89,1775,1,2017
89,1841,1,2017
89,1875,2,2017
89,2054,1,2017
89,2171,1,2017
89,2185,1,2017
89,2296,1,2017
89,2315,1,2017
89,2429,1,2017
89,2482,1,2017
89,2515,1,2017
89,2529,10,2017
90,339,1,2017
90,346,1,2017
90,553,1,2017
90,877,1,2017
90,952,1,2017
90,1124,2,2017
90,1145,1,2017
90,1209,1,2017
90,1374,1,2017
90,1745,1,2017
90,1797,1,2017
90,1984,1,2017
90,2081,1,2017
90,2203,1,2017
90,2208,1,2017
90,2292,1,2017
90,2512,1,2017
91,21,1,2017
91,138,1,2017
91,961,1,2017
91,1151,1,2017
91,1983,1,2017
91,2001,1,2017
91,2515,1,2017
92,564,1,2017
92,638,1,2017
92,641,1,2017
92,823,1,2017
92,879,1,2017
92,1124,1,2017
92,1846,1,2017
92,1994,1,2017
92,2482,3,2017
92,2512,1,2017
93,1331,1,2017
93,1791,1,2017
93,2240,1,2017
93,2296,1,2017
93,2482,1,2017
98,47,1,2017
98,553,1,2017
98,993,1,2017
98,1255,1,2017
98,2231,1,2017
98,2267,1,2017
99,963,1,2017
99,1404,1,2017
99,2315,1,2017
99,2512,1,2017
100,319,1,2017
100,647,1,2017
100,709,1,2017
100,773,1,2017
100,961,1,2017
100,1256,2,2017
100,1315,1,2017
100,1355,1,2017
100,1584,1,2017
100,1631,1,2017
100,1681,1,2017
100,1699,1,2017
100,1798,1,2017
100,1825,1,2017
100,1948,1,2017
100,2045,1,2017
100,2131,1,2017
100,2183,1,2017
100,2188,1,2017
100,2240,1,2017
100,2258,1,2017
100,2296,1,2017
100,2512,1,2017
102,183,1,2017
102,294,1,2017
102,403,1,2017
102,423,1,2017
102,725,1,2017
102,882,1,2017
102,965,2,2017
102,1153,1,2017
102,1236,1,2017
102,1267,1,2017
102,1316,1,2017
102,1441,1,2017
102,1590,1,2017
102,1667,1,2017
102,1716,1,2017
102,1778,1,2017
102,1829,1,2017
102,2065,1,2017
102,2131,1,2017
102,2190,1,2017
102,2276,1,2017
102,2292,1,2017
102,2351,1,2017
102,2512,2,2017
102,2517,1,2017
102,2526,1,2017
102,2529,1,2017
103,204,1,2017
103,341,1,2017
103,963,1,2017
103,1280,1,2017
103,2065,1,2017
103,2426,1,2017
103,2522,1,2017
104,84,1,2017
104,86,1,2017
104,180,1,2017
104,187,1,2017
104,201,1,2017
104,214,1,2017
104,292,1,2017
104,341,1,2017
104,445,1,2017
104,537,1,2017
104,709,1,2017
104,717,1,2017
104,950,1,2017
104,961,1,2017
104,963,2,2017
104,970,1,2017
104,975,1,2017
104,1018,1,2017
104,1141,2,2017
104,1256,1,2017
104,1314,1,2017
104,1369,1,2017
104,1460,1,2017
104,1478,1,2017
104,1500,1,2017
104,1523,1,2017
104,1708,1,2017
104,1875,2,2017
104,1958,1,2017
104,1968,1,2017
104,2103,1,2017
104,2208,1,2017
104,2337,1,2017
104,2418,1,2017
104,2443,1,2017
104,2466,1,2017
104,2469,1,2017
104,2478,1,2017
104,2482,2,2017
104,2512,2,2017
106,22,1,2017
106,83,4,2017
106,214,4,2017
106,546,4,2017
106,564,1,2017
106,732,1,2017
106,871,1,2017
106,957,4,2017
106,961,5,2017
106,970,4,2017
106,1005,4,2017
106,1109,1,2017
106,1209,1,2017
106,1285,1,2017
106,1372,1,2017
106,1523,1,2017
106,1875,2,2017
106,2045,1,2017
106,2118,1,2017
106,2190,1,2017
106,2482,2,2017
107,346,2,2017
107,423,1,2017
107,574,2,2017
107,575,2,2017
107,871,1,2017
107,1028,1,2017
107,1042,1,2017
107,1213,1,2017
107,1443,2,2017
107,1591,1,2017
107,1780,1,2017
107,1958,3,2017
107,2352,1,2017
107,2505,1,2017
107,2512,3,2017
107,2530,1,2017
108,708,1,2017
108,963,1,2017
108,1417,1,2017
108,1587,1,2017
108,1875,1,2017
108,2103,1,2017
108,2261,1,2017
108,2530,2,2017
114,553,1,2017
114,638,1,2017
114,963,1,2017
114,1141,2,2017
114,1251,1,2017
114,2462,3,2017
114,2482,4,2017
114,2512,1,2017
117,56,1,2017
117,321,1,2017
117,1124,1,2017
117,1214,1,2017
117,1623,3,2017
117,1958,2,2017
117,2426,1,2017
117,2482,2,2017
118,66,1,2017
118,129,1,2017
118,771,2,2017
118,1012,1,2017
118,1158,1,2017
118,1388,1,2017
118,1488,1,2017
118,1780,1,2017
118,2185,2,2017
118,2315,1,2017
118,2482,1,2017
119,1488,1,2017
119,1763,1,2017
119,2251,1,2017
119,2440,1,2017
120,31,1,2017
120,950,1,2017
120,2018,1,2017
120,2489,1,2017
122,31,1,2017
122,297,1,2017
122,963,1,2017
122,1209,1,2017
122,1841,1,2017
122,1934,1,2017
122,2020,1,2017
122,2065,1,2017
122,2460,1,2017
122,2474,1,2017
122,2482,2,2017
122,2512,1,2017
122,2522,1,2017
124,1165,1,2017
124,1382,1,2017
124,2079,1,2017
124,2428,1,2017
125,1488,1,2017
125,1924,1,2017
125,1949,1,2017
126,245,1,2017
126,553,1,2017
126,963,1,2017
126,2002,1,2017
126,2021,1,2017
126,2265,1,2017
126,2530,1,2017
127,59,1,2017
127,276,1,2017
127,341,1,2017
127,709,1,2017
127,732,1,2017
127,782,1,2017
127,895,1,2017
127,950,1,2017
127,990,1,2017
127,1124,1,2017
127,1165,1,2017
127,1236,1,2017
127,1282,1,2017
127,1638,1,2017
127,1705,1,2017
127,1763,1,2017
127,1767,1,2017
127,1775,1,2017
127,1807,1,2017
127,2104,1,2017
127,2139,1,2017
127,2292,1,2017
127,2315,1,2017
127,2429,1,2017
127,2481,1,2017
127,2482,2,2017
127,2512,2,2017
127,2529,1,2017
127,2530,1,2017
128,1314,1,2017
128,2482,1,2017
128,2512,1,2017
128,2530,1,2017
129,118,1,2017
129,1488,1,2017
129,2315,1,2017
130,370,1,2017
130,714,1,2017
130,1049,1,2017
130,1418,1,2017
130,1968,1,2017
130,2482,1,2017
131,408,1,2017
131,2489,1,2017
131,2517,1,2017
132,309,1,2017
132,748,1,2017
132,1165,1,2017
132,1262,1,2017
132,1365,1,2017
132,1983,1,2017
132,2065,1,2017
132,2451,1,2017
132,2486,1,2017
132,2512,2,2017
132,2533,1,2017
133,146,1,2017
133,247,1,2017
133,766,1,2017
133,1597,1,2017
133,1623,1,2017
133,1915,1,2017
133,1995,2,2017
133,2482,1,2017
133,2522,1,2017
133,2529,1,2017
137,75,1,2017
137,260,1,2017
137,311,1,2017
137,627,1,2017
137,942,1,2017
137,950,1,2017
137,1243,1,2017
137,1276,1,2017
137,1460,1,2017
137,2096,1,2017
137,2298,1,2017
137,2515,1,2017
137,2529,1,2017
138,21,1,2017
138,91,1,2017
138,961,1,2017
138,1151,1,2017
138,1983,1,2017
138,2001,1,2017
138,2515,1,2017
139,478,1,2017
139,1258,1,2017
139,1260,1,2017
139,2315,1,2017
142,259,1,2017
142,938,1,2017
142,1265,1,2017
142,1502,1,2017
142,2037,1,2017
142,2512,1,2017
144,793,1,2017
144,806,2,2017
144,864,1,2017
144,993,1,2017
144,1457,1,2017
144,1909,1,2017
144,1953,1,2017
144,1958,1,2017
144,2474,2,2017
144,2482,1,2017
144,2512,1,2017
144,2515,1,2017
144,2522,1,2017
144,2529,1,2017
145,536,1,2017
145,1818,1,2017
145,2512,1,2017
146,21,1,2017
146,31,1,2017
146,133,1,2017
146,214,1,2017
146,241,1,2017
146,243,1,2017
146,247,1,2017
146,254,1,2017
146,291,1,2017
146,544,1,2017
146,562,1,2017
146,563,1,2017
146,709,1,2017
146,740,1,2017
146,765,1,2017
146,766,1,2017
146,942,1,2017
146,950,1,2017
146,965,1,2017
146,974,1,2017
146,1025,1,2017
146,1144,1,2017
146,1209,1,2017
146,1225,1,2017
146,1331,1,2017
146,1357,1,2017
146,1368,1,2017
146,1386,1,2017
146,1389,2,2017
146,1394,1,2017
146,1487,1,2017
146,1488,1,2017
146,1512,1,2017
146,1519,1,2017
146,1539,1,2017
146,1597,1,2017
146,1623,2,2017
146,1915,1,2017
146,1995,2,2017
146,2015,1,2017
146,2065,1,2017
146,2162,1,2017
146,2292,1,2017
146,2482,2,2017
146,2512,2,2017
146,2515,1,2017
146,2522,1,2017
146,2529,3,2017
147,254,1,2017
147,627,1,2017
147,766,1,2017
147,963,1,2017
147,1282,1,2017
147,1285,2,2017
147,1389,1,2017
147,1667,1,2017
147,2063,1,2017
147,2474,1,2017
147,2482,1,2017
147,2512,1,2017
148,627,1,2017
148,1218,1,2017
148,2163,1,2017
148,2301,1,2017
148,2512,1,2017
155,353,1,2017
155,628,1,2017
155,766,1,2017
155,1678,1,2017
155,1685,1,2017
155,1805,1,2017
155,1872,1,2017
155,2287,1,2017
155,2297,1,2017
155,2456,1,2017
155,2470,1,2017
155,2529,1,2017
156,521,1,2017
156,1570,1,2017
156,2207,2,2017
156,2231,1,2017
159,499,1,2017
159,1108,1,2017
159,1705,1,2017
159,2081,1,2017
161,549,1,2017
161,748,1,2017
161,882,1,2017
161,961,1,2017
161,1343,1,2017
161,1460,1,2017
161,1488,1,2017
161,1634,1,2017
161,1778,1,2017
161,1875,1,2017
161,1915,1,2017
161,2239,1,2017
161,2240,1,2017
161,2258,1,2017
161,2367,1,2017
161,2482,1,2017
161,2512,1,2017
162,1042,1,2017
162,1610,1,2017
162,2482,1,2017
163,896,1,2017
163,911,1,2017
163,1141,2,2017
163,2482,2,2017
163,2512,1,2017
164,250,1,2017
164,963,1,2017
164,1573,1,2017
164,2002,2,2017
165,21,1,2017
165,234,1,2017
165,2512,1,2017
166,181,1,2017
166,553,1,2017
166,810,1,2017
166,882,1,2017
166,1285,1,2017
166,1993,1,2017
166,2054,2,2017
166,2240,1,2017
166,2417,1,2017
166,2451,1,2017
166,2512,1,2017
170,249,1,2017
170,346,1,2017
170,1314,1,2017
171,331,1,2017
171,509,1,2017
171,961,1,2017
171,1214,1,2017
171,1400,1,2017
171,1514,1,2017
173,621,1,2017
173,711,1,2017
173,1030,1,2017
173,1242,1,2017
173,1756,1,2017
174,748,1,2017
174,934,1,2017
174,965,1,2017
174,999,1,2017
174,1141,1,2017
174,1548,1,2017
174,1613,1,2017
174,1934,1,2017
174,2240,1,2017
174,2296,1,2017
174,2427,1,2017
174,2439,1,2017
174,2451,1,2017
174,2512,2,2017
177,499,1,2017
177,558,1,2017
177,813,1,2017
177,2343,1,2017
178,280,1,2017
178,963,1,2017
178,1014,1,2017
178,2136,1,2017
178,2310,1,2017
178,2512,1,2017
179,795,1,2017
179,967,1,2017
179,1042,1,2017
179,1164,1,2017
179,1209,1,2017
179,1384,1,2017
179,1628,1,2017
179,2045,1,2017
179,2479,1,2017
179,2482,1,2017
179,2505,2,2017
180,75,1,2017
180,76,1,2017
180,104,1,2017
180,214,1,2017
180,963,1,2017
180,1095,1,2017
180,1141,3,2017
180,1370,1,2017
180,1478,2,2017
180,1539,1,2017
180,1958,2,2017
180,2337,1,2017
180,2481,1,2017
180,2482,1,2017
180,2512,2,2017
180,2529,2,2017
181,166,1,2017
181,293,1,2017
181,346,1,2017
181,403,1,2017
181,417,1,2017
181,515,1,2017
181,553,1,2017
181,900,1,2017
181,1042,1,2017
181,1141,2,2017
181,1285,1,2017
181,1517,1,2017
181,1668,1,2017
181,1821,2,2017
181,1993,2,2017
181,2054,1,2017
181,2157,1,2017
181,2236,1,2017
181,2240,1,2017
181,2315,1,2017
181,2426,1,2017
181,2451,2,2017
181,2482,1,2017
181,2514,1,2017
183,102,1,2017
183,882,1,2017
183,965,1,2017
183,2065,1,2017
184,729,1,2017
184,1042,1,2017
184,1441,1,2017
184,1717,1,2017
184,2512,1,2017
185,73,1,2017
185,276,1,2017
185,297,1,2017
185,362,1,2017
185,417,1,2017
185,641,1,2017
185,813,1,2017
185,817,1,2017
185,950,1,2017
185,961,1,2017
185,1141,1,2017
185,1262,1,2017
185,1399,1,2017
185,1817,1,2017
185,1958,1,2017
185,1968,1,2017
185,2103,1,2017
185,2179,1,2017
185,2265,1,2017
185,2479,1,2017
185,2482,2,2017
185,2512,3,2017
185,2530,1,2017
187,104,1,2017
187,281,1,2017
187,341,1,2017
187,417,1,2017
187,549,1,2017
187,647,1,2017
187,737,1,2017
187,781,1,2017
187,950,1,2017
187,975,1,2017
187,998,1,2017
187,1014,1,2017
