created_at,id,text,retweet_count,favorite_count,original_retweet_count,original_favorite
Fri Jul 13 06:44:31 +0000 2018,1017661028547612672,The role faith communities have to play in adapting to #climatechange (and some projects where they're already doing that) -&gt; https://t.co/VjLrvzpOFq via @greenanglicans https://t.co/m31QcZKShX,0,0,2.0,5.0
Fri Jul 13 06:44:23 +0000 2018,1017660996155043840,"The US may have stepped away from the #ParisAgreement (for now), but the rest of the world is very much still in https://t.co/T139XQ5k3v",0,0,33.0,46.0
Fri Jul 13 06:43:54 +0000 2018,1017660875925176321,"Australia To Freeze This July Weekend - After COLDEST May in 20 Years

#miniICEage #IceAge #GlobalCooling #Astrophysics #geoengineering #weather #climatechange #cop24 #auspol #pmlive #qanon
https://t.co/hXc2fUjeRM",1,1,,
Fri Jul 13 06:43:54 +0000 2018,1017660873110900736,Beautifully crafted film by Andrew Graham-Brown for #WorldChimpanzeeDay captures the #eloquence and #wisdom of #JaneGoodall reflecting on humanity's future. #BusinessasUsual leading to dangerous #climatechange and #biodiversityloss or change course... https://t.co/6Do0npPyt3,6,8,,
Fri Jul 13 06:43:48 +0000 2018,1017660848461008902,"#CoalCommission meeting  tomorrow shielding industry from liability for #Coal induced #ClimateChange mitigation. Extending life span of this #toxic and #climate destabilizing industry by calling for massive subsidies.
#ClimateJustice vs #KohleKommission

https://t.co/XBe0YaW6pU https://t.co/4b6s8rpznr",0,0,2.0,1.0
Fri Jul 13 06:43:44 +0000 2018,1017660834674331648,"#butterflies are beautiful, I have something to tell
They are great pollinators &amp; let us know our #eco system's well
Also by their number range 
They let us know of #climatechange 💚🦋💚
#PoemADay #PoetryCorner #poetry  #Conservation #Ecosystem #ClimateCrisis #naturelovers https://t.co/xYRil5AXCe",0,0,27.0,107.0
Fri Jul 13 06:43:44 +0000 2018,1017660834674331648,"#butterflies are beautiful, I have something to tell
They are great pollinators &amp; let us know our #eco system's well
Also by their number range 
They let us know of #climatechange 💚🦋💚
#PoemADay #PoetryCorner #poetry  #Conservation #Ecosystem #ClimateCrisis #naturelovers https://t.co/xYRil5AXCe",0,0,27.0,107.0
Fri Jul 13 06:43:35 +0000 2018,1017660795897856001,"If you care about the economy you should fight climate change. Unchecked climate change is going to be stupendously expensive.
#ActOnClimate #ClimateChange  https://t.co/lDRgkdkkBB",0,0,360.0,405.0
Sat Jul 14 10:38:58 +0000 2018,1018082418631364608,"🇮🇪 

Thank you Ireland!!!

The first country in the world to fully divest from fossil fuels. 

🌸 🌺 🌹 💐 

#climatechange #environment #energy #energytransition 
https://t.co/pZbksY7HIo",0,0,329.0,602.0
Sat Jul 14 10:38:43 +0000 2018,1018082356383698945,"#ClimateChange affects everyone, but women and girls are the most vulnerable as they bear the brunt of environmental, economic, and social shocks https://t.co/b7k7LSIL1U Watch this video from our annual report to understand why we need to ramp up gender action https://t.co/qGO2k3NaDS",0,0,504.0,520.0
Sat Jul 14 10:38:30 +0000 2018,1018082303820619776,#ParisAgreement #ClimateAction trajectory! Ireland becomes the first county to fully divest from fossil fuels #FossilFree. Wow! https://t.co/lhlV7UHEjz,0,0,11.0,15.0
Sat Jul 14 10:38:14 +0000 2018,1018082236367818752,"They know how toxic the #coal conversation is &amp; have decided to #ActOnClimate

Banks Pivot Toward Greener Finance #ClimateAction @ElliottShayne CEO @ANZ_AU #Divest #ClimateChange #NoNewCoal #StopAdani #auspol #qldpol https://t.co/IhkoxpXB30 via @Jackthelad1947",0,0,8.0,4.0
Sat Jul 14 10:37:45 +0000 2018,1018082114829365248,"🇮🇪 

Thank you Ireland!!!

The first country in the world to fully divest from fossil fuels. 

🌸 🌺 🌹 💐 

#climatechange #environment #energy #energytransition 
https://t.co/pZbksY7HIo",0,0,329.0,602.0
Sat Jul 14 10:37:36 +0000 2018,1018082075512066048,Find out more about #Climate Risk and #Vulnerability in Southern #Africa in this new handbook (2nd Edition) - https://t.co/sZaNugOEUh | weADAPT @KulimaIDS @katharine_v @CSIR @USAID #climatechange #climateimpacts https://t.co/ebJ3hr2L6R,0,0,7.0,7.0
Sat Jul 14 10:37:28 +0000 2018,1018082042691584001,"Climate change has helped melt nearly a fifth of Colombia's mountaintop glacier cover in just seven years, the government said Thursday

#ActOnClimate #ClimateChange https://t.co/hMGdBIqAcC",0,0,379.0,200.0
Sat Jul 14 10:37:18 +0000 2018,1018081998756352000,"Why Climate Change Impacts Are Many and Complex (in the Arctic): https://t.co/QST8D4SKUP #climatechange #climateaction 
#environment 
#energy https://t.co/tOQ5hcHvKf",0,0,,
Sat Jul 14 10:37:16 +0000 2018,1018081991063982080,"Climate change has helped melt nearly a fifth of Colombia's mountaintop glacier cover in just seven years, the government said Thursday

#ActOnClimate #ClimateChange https://t.co/hMGdBIqAcC",0,0,379.0,200.0
Sat Jul 14 10:37:08 +0000 2018,1018081960017715201,"#auspol #qldpol #StopAdani #NoNewCoal

Time to make Australia #FossilFree

#TheDrum #QandA

#Longman help us protect the Great Barrier Reef from #ClimateChange

Put #LNP &amp; #PHON Last

#Divest @ElliottShayne CEO @ANZ_AU https://t.co/jnCHoK4ZxM",0,0,12.0,20.0
Sat Jul 14 10:37:03 +0000 2018,1018081937234317312,"🇮🇪 

Thank you Ireland!!!

The first country in the world to fully divest from fossil fuels. 

🌸 🌺 🌹 💐 

#climatechange #environment #energy #energytransition 
https://t.co/pZbksY7HIo",0,0,329.0,602.0
Sat Jul 14 10:37:00 +0000 2018,1018081925741850624,"Deforestation is the second-leading cause of #climatechange after burning fossil fuels. 
It accounts for nearly 20 % of all #greenhouse gas emissions ....more than the world’s entire transport sector!

Read more? See our 2018 State of the World’s Forest
  https://t.co/Kfam5cfyrJ https://t.co/2fnFwtLZ6K",0,0,54.0,55.0
Sat Jul 14 10:36:52 +0000 2018,1018081891923169281,"This, the third great summer of my lifetime, feels ominous #climatechange  https://t.co/UsCSuEEwzm",0,0,1.0,0.0
Sat Jul 14 10:36:44 +0000 2018,1018081855789322240,#ParisAgreement #ClimateAction trajectory! Ireland becomes the first county to fully divest from fossil fuels #FossilFree. Wow! https://t.co/lhlV7UHEjz,0,0,11.0,15.0
Sat Jul 14 10:36:34 +0000 2018,1018081816929034240,July 15 is the World Youth Skills Day #WYSD2018 to acknowledge the need for skills development among young people https://t.co/OWCb1r8O9u Youth are the drivers of change for a sustainable future and of #ClimateAction #ParisAgreement #ACEnow https://t.co/x3MTvHd5Gg,0,0,49.0,76.0
Sat Jul 14 10:36:28 +0000 2018,1018081789737361408,"Girls will prosper Africa
#girlseducationasagreenasset @paccpolicy 
#climatechange 
https://t.co/mkUqEHvFgJ
and much more @paccpolicy… https://t.co/sqhIiEn5f3",0,0,4.0,1.0
Sat Jul 14 10:36:15 +0000 2018,1018081735068803074,"#ExxonMobil quit the American Legislative Exchange Council, a #lobbying group bankrolled by #fossilfuel companies, following a disagreement over #climatechange policy https://t.co/zkCm6rR9z3 https://t.co/IodZsYkUsW",0,0,11.0,9.0
Sat Jul 14 10:36:09 +0000 2018,1018081710867603458,"The artificial glacier that is providing fresh water to a village located in the Himalayas. 

A potential game changing innovation that could combat the effects of climate change.

#tech #innovation #climatechange
https://t.co/B5mdN8xnCr",0,0,142.0,192.0
Sat Jul 14 10:36:08 +0000 2018,1018081704660086784,"Horizon Europe tackles global challenges that affect the quality of our daily lives, with a proposed #EUBudget of €100 billion from 2021-2027

#HorizonEU #InvestEUresearch 🇪🇺 #ParisAgreement https://t.co/KBw5et92Qu",0,0,27.0,49.0
Sat Jul 14 10:35:21 +0000 2018,1018081508215672832,"🇮🇪 

Thank you Ireland!!!

The first country in the world to fully divest from fossil fuels. 

🌸 🌺 🌹 💐 

#climatechange #environment #energy #energytransition 
https://t.co/pZbksY7HIo",0,0,329.0,602.0
Sat Jul 14 10:35:00 +0000 2018,1018081421494308864,#Climatechange could lead to rising temperatures &amp; more rains in arid western India; farmers need to be better prepared in coming decades for these dramatic shifts. https://t.co/hXAtXfCwHi,2,4,,
Sat Jul 14 10:34:45 +0000 2018,1018081357191372800,"@ClimateHome UN climate fund chief resigns for personal reasons while board meeting collapses https://t.co/tdEepxoQX1 
The reality is that nobody thinks to make anything that they dial https://t.co/n2irxLgC3t #climatechange",0,0,,
Sat Jul 14 10:34:40 +0000 2018,1018081338270760962,"#Arctic sea ice volume has been a slowly increasing trend since 2005 from June 30 to July 13, according to the DMI.
ʕ´•ᴥ•`ʔ

Data Source:DMI https://t.co/kr250G2H7m
~
#気候変動 #温暖化? #地球温暖化？ #ClimateChange #GlobalWarming？ https://t.co/megX1mezer",6,7,,
Sat Jul 14 10:34:28 +0000 2018,1018081287247159296,"The Sun remains spotless https://t.co/wmUCm91GbZ
Solar activity at very low levels and heading lower in the next 24 months
#UKheatwave #drought18 linked to Solar minimum #climatechange NOT #AGW
#grandsolarminimum #cooling
#Gulfstream and #jetstream weakening = #iceageeuropenow https://t.co/ZRCGlDPAmn",0,0,18.0,22.0
Sat Jul 14 10:34:20 +0000 2018,1018081251763335168,"What is the EU doing to tackle climate change? https://t.co/wwdORYyv3J #climatechange #climateaction 
#environment 
#energy https://t.co/oPxHGlMjIc",0,0,,
Sat Jul 14 10:34:14 +0000 2018,1018081229739118592,"This, the third great summer of my lifetime, feels ominous #climatechange  https://t.co/UsCSuEEwzm",1,0,,
Sat Jul 14 10:34:12 +0000 2018,1018081220389949440,"🇮🇪 

Thank you Ireland!!!

The first country in the world to fully divest from fossil fuels. 

🌸 🌺 🌹 💐 

#climatechange #environment #energy #energytransition 
https://t.co/pZbksY7HIo",0,0,329.0,602.0
Sat Jul 14 10:34:09 +0000 2018,1018081208721395713,Japan floods a warning of #ClimateChange #auspol #qldpol #NoNewCoal #StopAdani #Longman : https://t.co/WC6HO1KsmF #climatechange,0,0,5.0,3.0
Sat Jul 14 10:34:09 +0000 2018,1018081206389403648,"🇮🇪 

Thank you Ireland!!!

The first country in the world to fully divest from fossil fuels. 

🌸 🌺 🌹 💐 

#climatechange #environment #energy #energytransition 
https://t.co/pZbksY7HIo",0,0,329.0,602.0
Sat Jul 14 10:34:08 +0000 2018,1018081202685669378,How climate-smart #agriculture can sustainably increase productivity while reducing greenhouse gases https://t.co/mfduh48PNq  #climatechange https://t.co/VZfsFsMaVd,0,0,79.0,108.0
Sat Jul 14 10:34:08 +0000 2018,1018081202673156096,"🇮🇪 

Thank you Ireland!!!

The first country in the world to fully divest from fossil fuels. 

🌸 🌺 🌹 💐 

#climatechange #environment #energy #energytransition 
https://t.co/pZbksY7HIo",0,0,329.0,602.0
Sat Jul 14 10:34:00 +0000 2018,1018081169731186688,The Lowdown on Rising Temps https://t.co/Lh1qisDBnn #StateOfClimate #ClimateChange #ClimateAction #Climate via @earthinstitute,0,0,,
Sat Jul 14 10:33:59 +0000 2018,1018081163859185664,"🇮🇪 

Thank you Ireland!!!

The first country in the world to fully divest from fossil fuels. 

🌸 🌺 🌹 💐 

#climatechange #environment #energy #energytransition 
https://t.co/pZbksY7HIo",0,0,329.0,602.0
Sat Jul 14 10:33:54 +0000 2018,1018081142841511936,"On Tuesday 17th July at 08:00 GMT+1 @UNDP's webinar will explain how #GreenBonds can play such a vital role in financing #NDCs, the #ParisAgreement goals, &amp; decarbonisation. Register here #ClimateAction #ClimateFinance https://t.co/WGIZ9l0Hd8",0,0,19.0,14.0
Sat Jul 14 10:33:53 +0000 2018,1018081141893533696,"The slides from my presentation on ""#Oil Price #Volatility, #ClimateChange Uncertainty and #Macroeconomic #Policy"" are available from here: https://t.co/CZwtR3HhAL

I argued that #volatility is a major problem in the #MENA region and #macroeconomic #policy has not helped! https://t.co/AE4t1WRVLP",0,0,2.0,4.0
Sat Jul 14 10:33:51 +0000 2018,1018081131307008000,"🇮🇪 

Thank you Ireland!!!

The first country in the world to fully divest from fossil fuels. 

🌸 🌺 🌹 💐 

#climatechange #environment #energy #energytransition 
https://t.co/pZbksY7HIo",0,0,329.0,602.0
Sat Jul 14 10:33:50 +0000 2018,1018081126840233984,"🇮🇪 

Thank you Ireland!!!

The first country in the world to fully divest from fossil fuels. 

🌸 🌺 🌹 💐 

#climatechange #environment #energy #energytransition 
https://t.co/pZbksY7HIo",0,0,329.0,602.0
Sat Jul 14 10:33:44 +0000 2018,1018081102961885184,"“Why are we subsidizing risks for realtors and builders at the expense of the taxpayers?”

“Why do you think hurricanes cost all that money? We build in areas we shouldn’t or we build inappropriately...,”

#ActOnClimate #ClimateChange  https://t.co/CKUk0CiVrb",0,0,114.0,114.0
Sat Jul 14 10:33:39 +0000 2018,1018081083026563074,"Lots of placards at #Sheffield #TrumpProtest addressing the way he has made US the world's rogue state on #climatechange. I liked the understated ""We have to talk about the weather"". https://t.co/Bn2v1wqXEd",0,0,51.0,98.0
Sat Jul 14 10:33:13 +0000 2018,1018080973139992577,"Arctic Sea ice volume one of the highest in recent decades as multiyear ice increases in extent around N.Pole and NW passages
https://t.co/Q8h56ASfec
#climatechange #Earth #Science https://t.co/DFOkJoeTN3",0,0,23.0,22.0
Sat Jul 14 10:33:12 +0000 2018,1018080966655533056,"—Ireland is set to become the first country in the world to divest from fossil fuels, after a bill was passed that requires its sovereign wealth fund to sell off its holdings in fossil fuel companies “as soon as is practicable #Ireland #OOTT #climatechange https://t.co/VBHwIbvF7J",0,0,4.0,4.0
Sat Jul 14 10:33:03 +0000 2018,1018080932434251776,"The artificial glacier that is providing fresh water to a village located in the Himalayas. 

A potential game changing innovation that could combat the effects of climate change.

#tech #innovation #climatechange
https://t.co/B5mdN8xnCr",0,0,142.0,192.0
Sat Jul 14 10:33:02 +0000 2018,1018080926637723648,"From December 3-14 #Poland host @COP24 in Katowice, where attention turns to progress implementing the #ParisAgreement https://t.co/43Vt9cORRm https://t.co/pOUEvC1Hid",0,0,4.0,3.0
Sat Jul 14 10:32:50 +0000 2018,1018080873865007104,"—Ireland is set to become the first country in the world to divest from fossil fuels, after a bill was passed that requires its sovereign wealth fund to sell off its holdings in fossil fuel companies “as soon as is practicable #Ireland #OOTT #climatechange https://t.co/VBHwIbvF7J",0,0,4.0,4.0
Sat Jul 14 10:32:29 +0000 2018,1018080785809543168,"“Women in developing countries are often the ones on the frontline of climate change.” Great interview with Dr. Tara Shine, future Homeward Bound participant on the challenges and role of women in science. #climatechange  @shine_tara  @HomewardBound16  https://t.co/I0D0Rn660I",0,0,9.0,16.0
Sat Jul 14 10:32:24 +0000 2018,1018080767841316865,#ParisAgreement #ClimateAction trajectory! Ireland becomes the first county to fully divest from fossil fuels #FossilFree. Wow! https://t.co/lhlV7UHEjz,0,0,11.0,15.0
Sat Jul 14 10:32:22 +0000 2018,1018080757368131584,"RT Alex_Verbeek: 🇮🇪 

Thank you Ireland!!!

The first country in the world to fully divest from fossil fuels. 

🌸 🌺 🌹 💐 

#climatechange #environment #energy #energytransition 
https://t.co/tEMo0OKGry",0,1,,
Sat Jul 14 10:32:20 +0000 2018,1018080751617822720,"Hermosos lugares 💙🌎
#Nikonistas #YoSoyNikon #NikonSchool #colombify #Photography #AlexFocus #colombia #NationalGeographic #fotografía #running #tbt #live #wild #maravillas #climatechange… https://t.co/2w0dC8g5Bk",0,0,,
Sat Jul 14 10:32:16 +0000 2018,1018080733313761280,"@talkfracking @AinslieBen shame on YOU! 😭
#INEOSTeamUK
#INEOS 
#INEOSvThePeople 
#Fracking
#KeepitintheGround
#PlasticPollution 
#ClimateChange 
#FossilFuels",1,3,,
Sat Jul 14 10:32:15 +0000 2018,1018080729018851328,"🇮🇪 

Thank you Ireland!!!

The first country in the world to fully divest from fossil fuels. 

🌸 🌺 🌹 💐 

#climatechange #environment #energy #energytransition 
https://t.co/pZbksY7HIo",0,0,329.0,602.0
Sat Jul 14 10:32:12 +0000 2018,1018080716389781505,Could astrobiology #Research convince us to #Fight #ClimateChange? - #PrescientInfo https://t.co/33g4kXBUvn,0,0,,
Sat Jul 14 10:32:02 +0000 2018,1018080673163370496,"The most important natural #climatechange solution is to prevent #deforestation, reforest, and restore peatlands, says Dr. @FrankRijsberman, Director-General of @gggi_hq. https://t.co/3gKQHB4DAB https://t.co/zMYRluQgsq",3,2,,
Sat Jul 14 10:31:39 +0000 2018,1018080578749415424,@bmartus5 @chaamjamal @JWSpry It is a FRAUD that's going to make us all suffer. Governments worldwide (except the USA) are taking us to hell in a hand basket. How can we reverse the trend of what the governments are trying to do? #ParisAccord #ParisAgreement #ClimateChangeHoax #ClimateLies #ScienceFraud,0,0,3.0,5.0
Sat Jul 14 10:31:16 +0000 2018,1018080479776346112,"""If science gives you a result you don't like, pass a law saying the result is illegal. Problem solved.""

That's quite literally what has happened here.

#ActOnClimate #ClimateChange #Science https://t.co/3QMjbZMgQx",0,0,265.0,160.0
Sat Jul 14 10:30:44 +0000 2018,1018080347957972992,"“Rising oceans are a big deal. About 150 million people live within 1 meter (3 feet) of sea level. About 600 million live within 10 meters (33 feet) of sea level. As waters rise, these people will have to go somewhere. ”

#ActOnClimate #ClimateChange https://t.co/NStpiKdoZw",0,0,338.0,238.0
Sat Jul 14 10:30:31 +0000 2018,1018080292089679872,"Note to @The_Nationals : no, the ACCC didn’t say build more coal plants - @murpharoo https://t.co/qRpORcfICs
#FossilFuels = #ClimateChange #drought 
#Farmers for #ClimateAction https://t.co/pDeQjHJjxm",0,0,45.0,58.0
Sat Jul 14 10:30:25 +0000 2018,1018080268001992705,"New Trees take 5 to 10 years to start producing significant amount of Oxygen and capturing Carbon dioxide. Protect Old Trees, they are important carbon sinks.
#stopdeforestation #plants #planting 
#environment #ClimateChange https://t.co/n6GbzGddld",0,0,18.0,22.0
Sat Jul 14 10:30:02 +0000 2018,1018080170538885120,"So, who wants to come and do a PhD with David @lusseau ,  @susan_lusseau and myself at @marinescotland and @aberdeenuni helping to figure out what's going on with #herring stocks and #climatechange? https://t.co/smbdUOhcMc https://t.co/4yzonJrsB3",0,0,25.0,27.0
Sat Jul 14 10:29:39 +0000 2018,1018080072962658304,"The is no escape for anyone from the effects of #climatechange - what happens when also #food, #water start to breakdown ? #extremeweatherevents #health https://t.co/u23W2rWZQY",0,0,1.0,0.0
Sat Jul 14 10:29:21 +0000 2018,1018080000191488000,"“Rising oceans are a big deal. About 150 million people live within 1 meter (3 feet) of sea level. About 600 million live within 10 meters (33 feet) of sea level. As waters rise, these people will have to go somewhere. ”

#ActOnClimate #ClimateChange https://t.co/NStpiKdoZw",0,0,338.0,238.0
Sat Jul 14 10:28:27 +0000 2018,1018079772566433792,Will extreme weather become even deadlier? https://t.co/MNu5rcdNHC via @dwnews @WMO @rahmstorf #extremeweather #ClimateChange #SDG13,0,0,5.0,6.0
Sat Jul 14 10:28:25 +0000 2018,1018079765763223553,How climate-smart #agriculture can sustainably increase productivity while reducing greenhouse gases https://t.co/mfduh48PNq  #climatechange https://t.co/VZfsFsMaVd,0,0,79.0,108.0
Sat Jul 14 10:28:13 +0000 2018,1018079715951771648,"Why should nature be respected and valued as our home?
https://t.co/MPVLDEnDkE #climatechange #climateaction 
#environment 
#energy https://t.co/LzNBauWhi7",0,0,1.0,2.0
Sat Jul 14 10:28:08 +0000 2018,1018079695097729024,"""Time spent among trees is never time wasted"". https://t.co/Mj2DeG1bzs #climatechange #climateaction 
#environment 
#energy https://t.co/7JGpKuEu9f",0,0,2.0,2.0
Sat Jul 14 10:27:46 +0000 2018,1018079601225068544,"""The need to pull our weight in tackling 
#climatechange is demonstrated by the growing range of climate shocks we are experiencing-sympathy for our plight is unlikely to be generous if we continue to be Europe’s laggards in this area"" https://t.co/jw7fRj6o9y",0,0,12.0,43.0
Sat Jul 14 10:27:44 +0000 2018,1018079593243107328,#ParisAgreement #ClimateAction trajectory! Ireland becomes the first county to fully divest from fossil fuels #FossilFree. Wow! https://t.co/lhlV7UHEjz,0,0,11.0,15.0
Sat Jul 14 10:27:10 +0000 2018,1018079451454713857,@bmartus5 @chaamjamal @JWSpry It is a FRAUD that's going to make us all suffer. Governments worldwide (except the USA) are taking us to hell in a hand basket. How can we reverse the trend of what the governments are trying to do? #ParisAccord #ParisAgreement #ClimateChangeHoax #ClimateLies #ScienceFraud,0,0,3.0,5.0
Sat Jul 14 10:27:01 +0000 2018,1018079410279329792,"Climate change has helped melt nearly a fifth of Colombia's mountaintop glacier cover in just seven years, the government said Thursday

#ActOnClimate #ClimateChange https://t.co/hMGdBIqAcC",0,0,379.0,200.0
Sat Jul 14 10:26:40 +0000 2018,1018079324883300353,A new study has revealed that air #pollution is linked to spikes in hospital and GP visits. Poor air quality leads to #health problems and ‘should serve as a warning. Via @guardian   https://t.co/1w21gYk1Si #climatechange #environment https://t.co/5r5A2c9K1x,0,0,4.0,2.0
Sat Jul 14 10:26:37 +0000 2018,1018079311008550913,"“Rising oceans are a big deal. About 150 million people live within 1 meter (3 feet) of sea level. About 600 million live within 10 meters (33 feet) of sea level. As waters rise, these people will have to go somewhere. ”

#ActOnClimate #ClimateChange https://t.co/NStpiKdoZw",0,0,338.0,238.0
Sat Jul 14 10:26:09 +0000 2018,1018079193563914240,"Another reason to invest in renewable's.... 

Cleaner air, healthier lungs, healthier workers.

#ActOnClimate #ClimateChange #KeepItInTheGround  https://t.co/FIkxCyWauZ",0,0,56.0,71.0
Sat Jul 14 10:25:47 +0000 2018,1018079100580384769,A new study has revealed that air #pollution is linked to spikes in hospital and GP visits. Poor air quality leads to #health problems and ‘should serve as a warning. Via @guardian   https://t.co/1w21gYk1Si #climatechange #environment https://t.co/5r5A2c9K1x,0,0,4.0,2.0
Sat Jul 14 10:25:38 +0000 2018,1018079062110232576,"Lowest CO2 emissions in 70 years? Please AL baby say it's not so. #climatechange
https://t.co/AWMJFh2UFo https://t.co/Fpelp7VqsK",0,0,,
Sat Jul 14 10:25:35 +0000 2018,1018079052824006656,"This is incredible. Massachusetts and Ireland have always had a special relationship, so let’s join our friends overseas and be the first state to divest from fossil fuels. #mapoli #climatechange https://t.co/JrFnSUWIp2",0,0,11.0,25.0
Sat Jul 14 10:25:00 +0000 2018,1018078904441978880,"To cope with #climatechange, here is what farmers want: Customised information in a language they understand, tech support, and crops resistant to insects, disease, waterlogging &amp; extreme temperatures https://t.co/hXAtXfkViI",0,0,3.0,4.0
Sat Jul 14 10:24:35 +0000 2018,1018078799118897152,"Here's Why We Can't Depend on ""Traditional Investors"" to Save Us From #ClimateChange https://t.co/kiwmWnzvIn https://t.co/EupLg08o8J",0,0,1.0,0.0
Sat Jul 14 10:24:20 +0000 2018,1018078735684292608,The Golden State leads the fight against #climatechange: “California now produces twice as many goods and services for the same amount of greenhouse gas emissions as the rest of the nation.”  https://t.co/6DNnI3lwi5 via @grist #California,2,3,,
Sat Jul 14 10:24:05 +0000 2018,1018078675412094976,"🇮🇪 

Thank you Ireland!!!

The first country in the world to fully divest from fossil fuels. 

🌸 🌺 🌹 💐 

#climatechange #environment #energy #energytransition 
https://t.co/pZbksY7HIo",0,0,329.0,602.0
Sat Jul 14 10:23:37 +0000 2018,1018078554712694785,"@ConMonitorNews You wil never run s large American citizen or this country on “renewable energy,” we Americans will never give up our oil; #climatechange; #globalwarming #climatedisruption #globalcooling, what ever the Marxist are referring to it as today will is a fraud #nhpolitics",0,0,,
Sat Jul 14 10:23:34 +0000 2018,1018078544474226688,"Death Of The Polar Melting Scam Continues : ""Sea ice extent is NORMAL at both poles.""! https://t.co/sG903fTxQI via @ccdeditor #ClimateChange #Science #Data #DudPredictions #CO2patsy #Scam #Auspol #CDNpoli https://t.co/h6VvBL3aB2",0,0,24.0,18.0
Sat Jul 14 10:23:04 +0000 2018,1018078416946515968,"Would you appreciate people littering your yard &amp; home with #plastic, #garbage &amp; #waste? No. Neither does #PlanetEarth. #Nature is beautiful. Respect it. Don’t agree? Log onto https://t.co/lwbHV9UnSc &amp; dive deep into the dialogue. And sign up. #sustainability #climatechange #eco https://t.co/SIAYTFfP2z",0,0,5.0,3.0
Sat Jul 14 10:23:03 +0000 2018,1018078414681583617,"“Rising oceans are a big deal. About 150 million people live within 1 meter (3 feet) of sea level. About 600 million live within 10 meters (33 feet) of sea level. As waters rise, these people will have to go somewhere. ”

#ActOnClimate #ClimateChange https://t.co/NStpiKdoZw",0,0,338.0,238.0
Sat Jul 14 10:23:01 +0000 2018,1018078406737620992,"460 MW #solar in Down Under ready to commence construction (#Australia)
https://t.co/ounnayEqyC
#RenewableEnergy #renewables #environment #energy #climatechange #ClimateAction #NewSouthWales #development https://t.co/YESSqHxYN9",0,0,2.0,1.0
Sat Jul 14 10:22:30 +0000 2018,1018078276588195847,@indianrail launches first #SolarEnergy #TRAIN and would save 21000 #litres #diesal in a year... #divest from #fossilfuel #climatechange #renewableenergy #INDC #ParisAgreement @moefcc @CANSouthAsia @CANIntl https://t.co/6ilYYFQM1o,0,0,5.0,8.0
Sat Jul 14 10:22:24 +0000 2018,1018078248826175488,"My next book, a collection of #clifi short stories, is complete and published via Amazon Kindle! Set throughout the 2020s, it dives into the subjects of #climatechange, poaching, natural disasters, and many other issues facing our world as seen through the eyes of its characters. https://t.co/UsMDMyJPtR",0,0,1.0,3.0
Sat Jul 14 10:22:18 +0000 2018,1018078225451212800,Communities in Gilgit-Baltistan increasingly aware and prepared to deal with climate hazards @UNDP_Pakistan #GLOF #ClimateChange https://t.co/KhQkCGJogq,0,0,30.0,79.0
Sat Jul 14 10:22:14 +0000 2018,1018078207680110592,"For three days in July, Times Square will be underwater. The experience results from the unique marriage of #mixedreality and art by Mel Chin, whose storytelling envisions one possible future of New York City if #climatechange continues unchecked. https://t.co/Cs45Vj4opK",0,0,10.0,11.0
Sat Jul 14 10:21:39 +0000 2018,1018078063194714112,"#TrumpProtests #Sheffield, let's tell May we don't want her hand-in-hand with Trump, but standing up to his ripping children from parents' arms, threatening world's security &amp; leading #climatechange rogue state. 5pm Barker's Pool https://t.co/JDJOQC6Ayo",0,0,33.0,62.0
Sat Jul 14 10:21:37 +0000 2018,1018078052373401600,GCSE: Huge iceberg threatens #Greenland 🇬🇱 village #climatechange  https://t.co/kIzYDi8Cey,0,0,,
Sat Jul 14 10:21:17 +0000 2018,1018077970840408064,"Here's Why We Can't Depend on ""Traditional Investors"" to Save Us From #ClimateChange https://t.co/kiwmWnzvIn https://t.co/EupLg08o8J",1,0,,
Sat Jul 14 10:21:05 +0000 2018,1018077917606285312,"The #TalanoaDialogue is based on the underlying concept that no one has all the answers. Only by listening &amp; learning from each other can we find solutions to #ClimateChange

The #ClimateFinance community is taking about #Talanoa4Ambition @Enviro_Finance https://t.co/TocnXzKFMQ https://t.co/6bWHHeZdIl",0,0,33.0,82.0
Sat Jul 14 10:21:04 +0000 2018,1018077913239998464,Not long now until the RRS Sir David Attenborough 🚢 launches into the River Mersey... Find out how this huge construction project will contribute to vital #ClimateChange research https://t.co/CNWAbfDZvw #CleanGrowth @BAS_news https://t.co/S0psTBet25,0,0,13.0,26.0
Sat Jul 14 10:20:54 +0000 2018,1018077870713737216,"The is no escape for anyone from the effects of #climatechange - what happens when also #food, #water start to breakdown ? #extremeweatherevents #health https://t.co/u23W2rWZQY",1,0,,
Sat Jul 14 10:20:42 +0000 2018,1018077822261256195,"“Why are we subsidizing risks for realtors and builders at the expense of the taxpayers?”

“Why do you think hurricanes cost all that money? We build in areas we shouldn’t or we build inappropriately...,”

#ActOnClimate #ClimateChange  https://t.co/CKUk0CiVrb",0,0,114.0,114.0
Sat Jul 14 10:20:21 +0000 2018,1018077733086167040,"Once more it looks like the alarmist and Paris Accord nations have been Trumped again. #climatechange
https://t.co/AWMJFh2UFo https://t.co/ct3bpNW8UU",0,0,,
Sat Jul 14 10:20:10 +0000 2018,1018077687817162752,"🇮🇪 

Thank you Ireland!!!

The first country in the world to fully divest from fossil fuels. 

🌸 🌺 🌹 💐 

#climatechange #environment #energy #energytransition 
https://t.co/pZbksY7HIo",0,0,329.0,602.0
